ccn,state,county,county_fips,harm_survey_week,flagged,first_crossing_week,lead_days,score_at_crossing,prior_harm_rate_at_crossing,hprd_total_at_crossing,hprd_rn_at_crossing,rn_share_at_crossing,contract_frac_at_crossing,weekend_gap_at_crossing,hprd_cv_at_crossing,hprd_trend_at_crossing,low_days_frac_at_crossing,census_at_crossing,matched_controls,matched_controls_not_flagged
215060,MD,Montgomery,031,2026-03-09,0,,,,,,,,,,,,,,24,17
215065,MD,Montgomery,031,2026-03-16,0,,,,,,,,,,,,,,40,25
215067,MD,Wicomico,045,2025-10-13,1,2025-04-21,175,0.185937,0.146158,3.022005,0.647496,0.21426,0.030984,0.211579,0.151193,-0.06236,0.869565,185.869565,5,4
215113,MD,Washington,043,2025-10-13,1,2025-04-21,175,0.257667,0.348355,3.163555,0.550945,0.174154,0.511216,0.04954,0.081143,0.00817,0.902174,72.48913,24,16
215113,MD,Washington,043,2025-12-22,1,2025-06-30,175,0.270578,0.337102,3.261979,0.558193,0.171121,0.587159,0.119863,0.094915,0.067394,0.782609,73.5,23,15
215115,MD,Allegany,001,2025-08-11,1,2025-03-24,140,0.201083,0.0,2.763503,0.365795,0.132366,0.108567,0.149839,0.159467,-0.190063,0.945652,103.5,49,16
215126,MD,Worcester,047,2025-07-21,1,2025-03-24,119,0.181909,0.153725,3.248638,0.6308,0.194174,0.070251,0.118322,0.074324,0.043845,0.836957,91.282609,39,25
215128,MD,Baltimore,005,2025-07-21,1,2025-05-19,63,0.174454,0.0,3.687724,1.09192,0.296096,0.206026,0.153677,0.081834,-0.010874,0.282609,144.728261,35,18
215149,MD,Caroline,011,2025-09-01,1,2025-03-24,161,0.179438,0.0,2.962527,0.405689,0.13694,0.0,0.141513,0.093917,-0.086276,0.978261,80.380435,40,24
215151,MD,Charles,017,2026-01-05,1,2025-07-14,175,0.198841,0.143573,3.526971,0.671374,0.190354,0.268229,0.151012,0.104914,0.039549,0.402174,130.641304,35,18
215161,MD,St. Marys,037,2025-03-31,0,,,,,,,,,,,,,,2,1
215164,MD,Montgomery,031,2025-06-16,0,,,,,,,,,,,,,,35,17
215179,MD,Somerset,039,2025-09-22,1,2025-03-31,175,0.174566,0.16335,3.326164,0.397029,0.119365,0.0,0.106719,0.088352,0.069046,0.684783,110.597826,49,15
215183,MD,Baltimore City,510,2025-12-01,0,,,,,,,,,,,,,,35,17
215195,MD,Baltimore City,510,2025-06-09,0,,,,,,,,,,,,,,39,24
215198,MD,Washington,043,2025-12-08,1,2025-06-16,175,0.17006,0.150185,3.802387,0.561272,0.14761,0.248773,0.177613,0.11185,-0.108707,0.282609,121.119565,49,18
215204,MD,Baltimore,005,2025-07-28,0,,,,,,,,,,,,,,23,15
215219,MD,Baltimore City,510,2025-07-21,0,,,,,,,,,,,,,,5,3
215221,MD,Dorchester,019,2025-12-15,0,,,,,,,,,,,,,,40,24
215231,MD,Prince Georges,033,2025-06-02,1,2025-03-24,70,0.183354,0.135278,3.242946,0.56194,0.173281,0.0,0.227514,0.125324,0.043319,0.641304,232.26087,0,0
215232,MD,Garrett,023,2025-07-28,1,2025-03-24,126,0.203092,0.0,3.286018,0.51415,0.156466,0.270165,0.146455,0.09954,-0.018201,0.641304,48.695652,19,17
215244,MD,Allegany,001,2026-03-16,1,2025-09-22,175,0.190045,0.0,2.853102,0.609392,0.213589,0.064177,0.263986,0.175941,-0.079913,0.9,89.0,40,26
215250,MD,Garrett,023,2025-04-07,0,,,,,,,,,,,,,,49,19
215252,MD,Baltimore,005,2025-04-28,1,2025-03-24,35,0.183883,0.394438,3.001577,0.412683,0.137489,0.000195,0.208752,0.143975,-0.045243,0.891304,129.945652,35,21
215265,MD,Carroll,013,2025-12-08,1,2025-06-16,175,0.178541,0.0,3.732544,0.692541,0.185541,0.280951,0.101678,0.079392,-0.030465,0.195652,62.25,24,16
215269,MD,Cecil,015,2025-10-06,1,2025-04-14,175,0.273076,0.272575,3.371743,0.372972,0.110617,0.553094,0.183372,0.108095,0.109004,0.521739,168.141304,18,8
215278,MD,Baltimore,005,2025-03-31,0,,,,,,,,,,,,,,19,17
215301,MD,Baltimore,005,2026-02-23,0,,,,,,,,,,,,,,49,22
215312,MD,Harford,025,2025-08-18,0,,,,,,,,,,,,,,35,17
215315,MD,Montgomery,031,2025-06-30,1,2025-03-24,98,0.174378,0.0,3.889265,0.377319,0.097015,0.242155,0.114598,0.069319,-0.000116,0.086957,128.869565,35,18
215327,MD,Montgomery,031,2025-10-20,1,2025-04-28,175,0.183179,0.0,3.369929,0.548179,0.162668,0.13609,0.09264,0.066535,0.003264,0.652174,89.228261,40,24
215336,MD,Washington,043,2025-07-21,0,,,,,,,,,,,,,,49,15
215336,MD,Washington,043,2026-03-02,1,2025-09-08,175,0.171401,0.467271,3.338438,0.505349,0.151373,0.044788,0.164269,0.105532,-0.027831,0.622222,113.733333,49,23
215340,MD,Baltimore City,510,2025-07-07,0,,,,,,,,,,,,,,35,17
215347,MD,Baltimore,005,2025-06-16,0,,,,,,,,,,,,,,49,15
215348,MD,Carroll,013,2025-06-23,0,,,,,,,,,,,,,,23,15
215365,MD,Washington,043,2026-01-26,0,,,,,,,,,,,,,,40,24
225147,MA,Essex,009,2025-06-16,1,2025-03-24,84,0.183939,0.527056,3.35645,0.43354,0.129166,0.106576,0.080511,0.108605,0.063457,0.608696,66.565217,53,31
225229,MA,Essex,009,2025-06-02,1,2025-03-24,70,0.220048,0.522532,2.82797,0.239052,0.084531,0.154959,0.068161,0.101171,-0.031045,0.98913,76.402174,68,43
225233,MA,Bristol,005,2025-11-10,0,,,,,,,,,,,,,,69,41
225250,MA,Berkshire,003,2025-07-28,1,2025-03-24,126,0.229356,0.454857,3.577013,0.162045,0.045302,0.458683,0.212806,0.127921,0.004266,0.347826,126.434783,50,34
225253,MA,Hampden,013,2025-10-13,0,,,,,,,,,,,,,,94,57
225268,MA,Middlesex,017,2025-09-01,0,,,,,,,,,,,,,,50,32
225275,MA,Worcester,027,2026-02-23,0,,,,,,,,,,,,,,50,36
225299,MA,Hampden,013,2025-10-20,1,2025-08-18,63,0.170331,0.39572,3.59344,0.504697,0.14045,0.110548,0.152784,0.097437,-0.046993,0.355556,169.122222,50,33
225305,MA,Worcester,027,2025-10-27,1,2025-05-05,175,0.178143,0.0,3.52601,0.551607,0.156439,0.123626,0.075487,0.058132,0.053808,0.413043,105.880435,94,58
225322,MA,Plymouth,023,2025-03-31,1,2025-03-24,7,0.175419,0.683349,3.320288,0.405583,0.122153,0.065447,0.069592,0.083024,-0.011981,0.706522,73.880435,53,33
225329,MA,Middlesex,017,2025-04-07,1,2025-03-24,14,0.192121,0.0,3.030903,0.597011,0.196975,0.107363,0.068084,0.072746,-0.050039,0.978261,90.184783,67,43
225360,MA,Franklin,011,2025-05-26,1,2025-03-24,63,0.228521,0.418385,3.512446,0.642514,0.182925,0.459413,0.106408,0.085846,0.078613,0.423913,57.641304,53,31
225363,MA,Hampshire,015,2025-06-02,1,2025-03-24,70,0.17867,0.0,3.966528,0.692784,0.174658,0.239498,0.154413,0.091333,0.163252,0.086957,111.619565,94,58
225376,MA,Essex,009,2025-04-28,0,,,,,,,,,,,,,,94,61
225380,MA,Hampden,013,2026-03-09,1,2025-09-15,175,0.170737,0.0,3.581889,0.726584,0.202849,0.174239,0.103562,0.08616,-0.034028,0.377778,64.277778,53,32
225413,MA,Suffolk,025,2025-04-21,1,2025-03-24,28,0.189075,1.046562,3.627944,0.642534,0.177107,0.21179,0.133059,0.083725,0.096233,0.282609,125.391304,50,34
225420,MA,Hampshire,015,2025-06-02,1,2025-03-24,70,0.19721,0.0,3.277484,0.315412,0.096236,0.07798,0.135018,0.08225,0.145016,0.728261,128.043478,50,34
225420,MA,Hampshire,015,2025-06-09,1,2025-03-24,77,0.19721,0.0,3.277484,0.315412,0.096236,0.07798,0.135018,0.08225,0.145016,0.728261,128.043478,50,34
225448,MA,Bristol,005,2025-10-13,0,,,,,,,,,,,,,,0,0
225453,MA,Bristol,005,2026-02-02,1,2025-08-11,175,0.19982,0.0,3.319841,0.478022,0.143989,0.082017,0.119344,0.082213,0.27139,0.695652,89.021739,68,41
225459,MA,Barnstable,001,2025-04-07,1,2025-03-24,14,0.16937,0.0,3.280274,0.745103,0.227147,0.009607,0.167987,0.100246,0.026533,0.706522,105.282609,94,62
225474,MA,Bristol,005,2025-05-12,0,,,,,,,,,,,,,,67,42
225477,MA,Bristol,005,2025-08-18,0,,,,,,,,,,,,,,55,29
225480,MA,Hampden,013,2025-03-31,0,,,,,,,,,,,,,,94,61
225480,MA,Hampden,013,2025-11-24,0,,,,,,,,,,,,,,94,65
225506,MA,Suffolk,025,2025-05-05,0,,,,,,,,,,,,,,67,42
225536,MA,Norfolk,021,2025-03-31,1,2025-03-24,7,0.177746,0.0,3.406553,0.762868,0.223941,0.153411,0.120324,0.084099,-0.021337,0.565217,75.641304,67,43
225541,MA,Middlesex,017,2026-01-26,0,,,,,,,,,,,,,,54,29
225556,MA,Hampden,013,2025-03-31,0,,,,,,,,,,,,,,67,42
225567,MA,Essex,009,2025-05-12,1,2025-03-24,49,0.185554,0.0,3.376888,0.492716,0.145908,0.110083,0.116765,0.092298,0.059001,0.619565,110.23913,94,62
225654,MA,Suffolk,025,2025-07-07,0,,,,,,,,,,,,,,55,32
225720,MA,Worcester,027,2025-04-21,0,,,,,,,,,,,,,,50,33
225720,MA,Worcester,027,2025-11-17,0,,,,,,,,,,,,,,50,34
225749,MA,Berkshire,003,2025-09-08,1,2025-03-24,168,0.194698,0.0,3.179463,0.524657,0.165014,0.228362,0.179009,0.130697,-0.116091,0.728261,54.619565,55,30
225773,MA,Plymouth,023,2026-02-09,0,,,,,,,,,,,,,,53,31
235009,MI,Barry,015,2025-09-01,0,,,,,,,,,,,,,,31,24
235016,MI,Jackson,075,2026-02-23,0,,,,,,,,,,,,,,100,87
235019,MI,Jackson,075,2026-01-12,0,,,,,,,,,,,,,,6,2
235038,MI,Kent,081,2026-01-26,0,,,,,,,,,,,,,,100,83
235044,MI,Bay,017,2025-04-14,0,,,,,,,,,,,,,,112,89
235044,MI,Bay,017,2025-12-15,0,,,,,,,,,,,,,,114,90
235056,MI,Saginaw,145,2025-04-07,0,,,,,,,,,,,,,,111,88
235056,MI,Saginaw,145,2025-05-19,0,,,,,,,,,,,,,,113,89
235062,MI,Charlevoix,029,2025-12-15,0,,,,,,,,,,,,,,114,90
235062,MI,Charlevoix,029,2026-01-19,0,,,,,,,,,,,,,,114,90
235116,MI,Muskegon,121,2025-04-28,0,,,,,,,,,,,,,,111,88
235123,MI,Shiawassee,155,2025-04-28,0,,,,,,,,,,,,,,60,48
235132,MI,Genesee,049,2025-05-12,1,2025-03-24,49,0.174787,2.117391,3.132813,0.377234,0.120414,0.0,0.146919,0.099819,-0.046462,0.869565,90.347826,112,90
235132,MI,Genesee,049,2025-08-18,1,2025-03-24,147,0.174787,2.117391,3.132813,0.377234,0.120414,0.0,0.146919,0.099819,-0.046462,0.869565,90.347826,114,89
235144,MI,Baraga,013,2025-05-05,1,2025-03-24,42,0.20143,0.0,2.544966,0.390796,0.153556,0.0,0.084674,0.116998,-0.068846,0.98913,56.684783,99,81
235144,MI,Baraga,013,2025-09-08,1,2025-03-24,168,0.20143,0.0,2.544966,0.390796,0.153556,0.0,0.084674,0.116998,-0.068846,0.98913,56.684783,100,79
235144,MI,Baraga,013,2025-10-06,1,2025-04-14,175,0.20143,0.0,2.544966,0.390796,0.153556,0.0,0.084674,0.116998,-0.068846,0.98913,56.684783,100,80
235147,MI,Schoolcraft,153,2025-10-06,0,,,,,,,,,,,,,,0,0
235164,MI,Berrien,021,2025-09-29,0,,,,,,,,,,,,,,61,48
235176,MI,Newaygo,123,2026-02-02,1,2025-08-11,175,0.177251,0.451483,2.959059,0.55796,0.18856,0.000294,0.17158,0.109043,-0.080517,0.945652,87.434783,114,91
235214,MI,Oakland,125,2025-07-07,0,,,,,,,,,,,,,,99,78
235214,MI,Oakland,125,2025-12-22,0,,,,,,,,,,,,,,100,83
235237,MI,Calhoun,025,2025-11-24,0,,,,,,,,,,,,,,61,49
235243,MI,Grand Traverse,055,2025-10-20,0,,,,,,,,,,,,,,114,88
235243,MI,Grand Traverse,055,2026-01-05,0,,,,,,,,,,,,,,114,90
235243,MI,Grand Traverse,055,2026-03-02,0,,,,,,,,,,,,,,114,94
235244,MI,Delta,041,2025-12-15,1,2025-06-23,175,0.178729,0.870679,3.32601,0.798998,0.240227,0.0,0.0776,0.079103,0.241061,0.728261,68.532609,100,84
235245,MI,Midland,111,2025-11-03,0,,,,,,,,,,,,,,114,88
235250,MI,Saginaw,145,2025-09-15,0,,,,,,,,,,,,,,114,88
235250,MI,Saginaw,145,2026-01-19,0,,,,,,,,,,,,,,114,90
235256,MI,Eaton,045,2025-07-07,0,,,,,,,,,,,,,,31,24
235259,MI,Macomb,099,2025-04-14,1,2025-03-24,21,0.200752,0.886529,2.947848,0.171653,0.05823,0.0,0.096713,0.079162,0.042286,0.98913,138.858696,31,25
235260,MI,Oakland,125,2026-01-12,0,,,,,,,,,,,,,,31,25
235262,MI,Oakland,125,2025-08-25,0,,,,,,,,,,,,,,100,78
235262,MI,Oakland,125,2025-10-27,0,,,,,,,,,,,,,,100,79
