ccn,state,county,county_fips,harm_survey_week,flagged,first_crossing_week,lead_days,score_at_crossing,prior_harm_rate_at_crossing,hprd_total_at_crossing,hprd_rn_at_crossing,rn_share_at_crossing,contract_frac_at_crossing,weekend_gap_at_crossing,hprd_cv_at_crossing,hprd_trend_at_crossing,low_days_frac_at_crossing,census_at_crossing,matched_controls,matched_controls_not_flagged
505185,WA,Clallam,009,2026-03-16,0,,,,,,,,,,,,,,63,60
505240,WA,Kitsap,035,2025-11-10,1,2025-05-19,175,0.177141,1.025983,3.468078,0.332639,0.095914,0.152426,0.147913,0.106824,-0.049031,0.48913,72.782609,64,61
505255,WA,Adams,001,2025-09-08,0,,,,,,,,,,,,,,32,29
505261,WA,Grant,025,2025-05-05,0,,,,,,,,,,,,,,63,59
505261,WA,Grant,025,2025-10-13,1,2025-08-18,56,0.169977,0.894125,3.744665,0.566554,0.151296,0.185367,0.15679,0.091197,0.031782,0.222222,65.588889,64,59
505272,WA,Skagit,057,2025-05-19,0,,,,,,,,,,,,,,63,58
505272,WA,Skagit,057,2025-07-28,0,,,,,,,,,,,,,,63,58
505272,WA,Skagit,057,2025-11-17,0,,,,,,,,,,,,,,64,60
505275,WA,Stevens,065,2025-05-19,1,2025-03-24,56,0.210284,0.936538,3.561623,0.563247,0.158143,0.376653,0.254653,0.148747,0.063829,0.391304,58.413043,63,59
505311,WA,King,033,2025-04-28,0,,,,,,,,,,,,,,53,49
505311,WA,King,033,2025-07-21,0,,,,,,,,,,,,,,53,49
505311,WA,King,033,2026-02-09,0,,,,,,,,,,,,,,54,52
505319,WA,Snohomish,061,2025-08-18,1,2025-03-24,147,0.177919,1.141406,3.865103,0.695688,0.179992,0.271586,0.13021,0.080425,0.042568,0.163043,89.73913,54,51
505319,WA,Snohomish,061,2025-12-01,0,,,,,,,,,,,,,,54,52
505322,WA,Spokane,063,2025-04-21,1,2025-03-24,28,0.208178,0.80011,3.455388,0.61482,0.177931,0.356256,0.120504,0.085989,-0.045403,0.478261,101.086957,18,16
505322,WA,Spokane,063,2025-08-04,1,2025-03-24,133,0.208178,0.80011,3.455388,0.61482,0.177931,0.356256,0.120504,0.085989,-0.045403,0.478261,101.086957,18,16
505334,WA,King,033,2025-08-25,0,,,,,,,,,,,,,,54,50
505355,WA,King,033,2026-02-23,0,,,,,,,,,,,,,,63,60
505369,WA,Spokane,063,2025-05-05,0,,,,,,,,,,,,,,53,49
505379,WA,Spokane,063,2025-04-14,0,,,,,,,,,,,,,,18,15
505379,WA,Spokane,063,2025-07-14,0,,,,,,,,,,,,,,18,15
505387,WA,Thurston,067,2026-03-02,0,,,,,,,,,,,,,,18,17
505393,WA,Whatcom,073,2026-01-26,0,,,,,,,,,,,,,,54,52
505393,WA,Whatcom,073,2026-02-02,0,,,,,,,,,,,,,,54,52
505393,WA,Whatcom,073,2026-03-02,0,,,,,,,,,,,,,,54,52
505406,WA,Whatcom,073,2025-05-26,0,,,,,,,,,,,,,,53,49
505416,WA,King,033,2025-09-15,0,,,,,,,,,,,,,,18,15
505453,WA,King,033,2025-05-19,0,,,,,,,,,,,,,,53,49
505453,WA,King,033,2025-08-11,0,,,,,,,,,,,,,,53,49
505478,WA,King,033,2025-04-07,0,,,,,,,,,,,,,,30,29
505485,WA,Pierce,053,2025-05-19,0,,,,,,,,,,,,,,18,15
505485,WA,Pierce,053,2025-08-18,0,,,,,,,,,,,,,,18,15
505485,WA,Pierce,053,2025-10-06,0,,,,,,,,,,,,,,18,15
505499,WA,Pierce,053,2025-08-18,0,,,,,,,,,,,,,,54,50
505513,WA,King,033,2025-06-30,0,,,,,,,,,,,,,,63,58
505516,WA,Pierce,053,2025-08-25,0,,,,,,,,,,,,,,54,50
505517,WA,Kitsap,035,2025-06-30,0,,,,,,,,,,,,,,2,2
505520,WA,King,033,2025-05-12,0,,,,,,,,,,,,,,30,29
515025,WV,Randolph,083,2025-08-25,0,,,,,,,,,,,,,,26,15
515066,WV,Kanawha,039,2025-05-05,1,2025-03-24,42,0.179746,0.0,3.061709,0.433461,0.141575,0.0,0.221064,0.131131,-0.032971,0.858696,113.228261,26,8
515066,WV,Kanawha,039,2025-07-28,1,2025-03-24,126,0.179746,0.0,3.061709,0.433461,0.141575,0.0,0.221064,0.131131,-0.032971,0.858696,113.228261,26,7
515076,WV,Upshur,097,2025-07-28,1,2025-03-24,126,0.176367,0.337258,3.262225,0.337903,0.10358,0.0,0.113489,0.082411,0.03963,0.782609,106.25,26,7
515080,WV,Hampshire,027,2026-01-19,0,,,,,,,,,,,,,,10,8
515086,WV,Raleigh,081,2025-05-19,1,2025-03-24,56,0.172452,2.251156,3.243082,0.651934,0.201023,0.0,0.220994,0.140497,-0.022779,0.630435,174.793478,1,0
515087,WV,Kanawha,039,2025-04-14,1,2025-03-24,21,0.192331,0.997951,2.823263,0.466115,0.165098,0.002994,0.176091,0.133647,-0.031726,0.978261,112.402174,26,8
515087,WV,Kanawha,039,2025-05-12,1,2025-03-24,49,0.192331,0.997951,2.823263,0.466115,0.165098,0.002994,0.176091,0.133647,-0.031726,0.978261,112.402174,26,8
515087,WV,Kanawha,039,2026-03-16,1,2025-09-22,175,0.188291,1.598468,2.887863,0.547784,0.189685,0.0,0.182392,0.116617,-0.01058,0.966667,113.022222,26,7
515100,WV,Greenbrier,025,2025-09-08,1,2025-03-24,168,0.169215,0.488956,3.151844,0.800552,0.253995,0.0,0.253617,0.158112,0.029539,0.673913,63.23913,42,17
515102,WV,Wood,107,2025-12-08,1,2025-06-16,175,0.17789,0.0,3.003753,0.671861,0.223674,0.0,0.163319,0.10554,0.011295,0.967391,63.48913,42,22
515104,WV,Monongalia,061,2026-01-19,0,,,,,,,,,,,,,,42,21
515117,WV,Boone,005,2025-05-05,0,,,,,,,,,,,,,,25,14
515122,WV,Mineral,057,2025-11-24,1,2025-06-02,175,0.186529,0.0,3.187342,0.53972,0.169332,0.094583,0.20558,0.116733,-0.018717,0.76087,116.097826,26,7
515128,WV,Brooke,009,2025-05-26,1,2025-03-24,63,0.183183,0.0,2.897568,0.672032,0.23193,0.0,0.223983,0.138976,-0.025187,0.934783,108.815217,26,7
515129,WV,Barbour,001,2025-07-21,1,2025-03-24,119,0.172403,0.0,3.587641,0.579751,0.161597,0.150173,0.177963,0.121242,0.036868,0.391304,53.26087,42,18
515140,WV,Logan,045,2025-10-20,1,2025-04-28,175,0.178141,0.418385,3.811046,0.532625,0.139758,0.22269,0.305478,0.179035,0.074703,0.326087,111.195652,26,7
515142,WV,Clay,015,2025-05-19,1,2025-03-24,56,0.186506,0.0,3.51514,0.344695,0.09806,0.18578,0.116595,0.12323,0.060429,0.467391,56.445652,42,18
515144,WV,Greenbrier,025,2026-01-12,0,,,,,,,,,,,,,,26,15
515170,WV,Summers,089,2025-08-18,1,2025-03-24,147,0.17536,0.339452,3.12351,0.465988,0.149187,0.0,0.157365,0.125896,-0.042134,0.782609,109.456522,26,7
515175,WV,Logan,045,2025-06-09,1,2025-03-24,77,0.174541,0.364158,3.065241,0.587599,0.191698,0.0,0.182986,0.108968,-0.013456,0.880435,64.152174,42,18
515183,WV,Pocahontas,075,2025-11-03,1,2025-05-12,175,0.195294,0.450926,2.723051,0.60408,0.221839,0.0,0.22318,0.159747,0.04988,0.956522,64.847826,42,17
515183,WV,Pocahontas,075,2025-12-15,1,2025-06-23,175,0.192268,0.428697,2.861333,0.547581,0.191373,0.0,0.23292,0.150217,0.0822,0.934783,62.630435,42,22
515189,WV,Marion,049,2025-08-04,1,2025-03-24,133,0.232238,0.0,2.951238,0.472996,0.16027,0.267719,0.136041,0.101751,0.025997,0.978261,97.913043,25,15
515196,WV,Randolph,083,2025-08-04,1,2025-03-24,133,0.198003,0.0,3.111571,0.287322,0.09234,0.142312,0.12859,0.093042,-0.058493,0.902174,90.586957,25,15
525061,WI,Racine,101,2025-05-26,0,,,,,,,,,,,,,,39,25
525064,WI,Waukesha,133,2025-06-23,0,,,,,,,,,,,,,,39,25
525064,WI,Waukesha,133,2025-09-08,0,,,,,,,,,,,,,,39,23
525069,WI,Milwaukee,079,2025-04-28,0,,,,,,,,,,,,,,10,10
525108,WI,Milwaukee,079,2025-06-23,0,,,,,,,,,,,,,,39,25
525132,WI,Marathon,073,2025-08-18,0,,,,,,,,,,,,,,10,8
525165,WI,Washington,131,2025-10-13,0,,,,,,,,,,,,,,82,56
525165,WI,Washington,131,2025-11-10,0,,,,,,,,,,,,,,82,57
525209,WI,La Crosse,063,2025-04-14,0,,,,,,,,,,,,,,39,26
525241,WI,Rock,105,2025-03-31,0,,,,,,,,,,,,,,145,126
525241,WI,Rock,105,2026-03-23,0,,,,,,,,,,,,,,0,0
525242,WI,Waukesha,133,2025-05-19,1,2025-03-24,56,0.169287,0.422254,3.429153,0.654961,0.190998,0.064851,0.143479,0.146992,0.032849,0.48913,75.369565,39,26
525264,WI,Outagamie,087,2025-06-23,0,,,,,,,,,,,,,,149,124
525265,WI,La Crosse,063,2025-06-16,0,,,,,,,,,,,,,,79,57
525266,WI,Dane,025,2025-09-08,0,,,,,,,,,,,,,,82,56
525266,WI,Dane,025,2026-01-05,0,,,,,,,,,,,,,,82,57
525271,WI,Jefferson,055,2025-04-14,0,,,,,,,,,,,,,,0,0
525271,WI,Jefferson,055,2025-06-23,0,,,,,,,,,,,,,,0,0
525271,WI,Jefferson,055,2025-11-24,0,,,,,,,,,,,,,,0,0
525274,WI,Fond Du Lac,039,2025-06-09,0,,,,,,,,,,,,,,149,124
525276,WI,Dane,025,2025-05-05,0,,,,,,,,,,,,,,10,10
525279,WI,Waukesha,133,2025-04-21,0,,,,,,,,,,,,,,147,128
525279,WI,Waukesha,133,2025-06-16,0,,,,,,,,,,,,,,149,124
525281,WI,Kenosha,059,2025-09-29,1,2025-04-07,175,0.191086,1.067982,3.062653,0.467306,0.152582,0.079125,0.152946,0.095833,-0.02088,0.945652,98.076087,39,24
525304,WI,Wood,141,2025-07-07,0,,,,,,,,,,,,,,80,58
525305,WI,Dane,025,2026-03-09,0,,,,,,,,,,,,,,150,130
525314,WI,Jefferson,055,2025-06-30,0,,,,,,,,,,,,,,16,12
525317,WI,Sauk,111,2025-05-12,0,,,,,,,,,,,,,,147,128
525321,WI,Grant,043,2025-04-21,1,2025-03-24,28,0.240354,1.017409,3.342337,0.676828,0.202501,0.541367,0.156583,0.111453,-0.046035,0.663043,47.48913,147,129
525321,WI,Grant,043,2025-08-25,1,2025-03-24,154,0.240354,1.017409,3.342337,0.676828,0.202501,0.541367,0.156583,0.111453,-0.046035,0.663043,47.48913,150,120
525328,WI,Ashland,003,2025-05-26,0,,,,,,,,,,,,,,148,123
525331,WI,Dane,025,2025-07-07,1,2025-05-19,49,0.183374,0.935339,3.876426,0.94472,0.243709,0.41051,0.146749,0.109921,-0.084543,0.195652,54.347826,80,59
525331,WI,Dane,025,2025-09-15,1,2025-05-19,119,0.183374,0.935339,3.876426,0.94472,0.243709,0.41051,0.146749,0.109921,-0.084543,0.195652,54.347826,82,57
525331,WI,Dane,025,2025-10-13,1,2025-05-19,147,0.183374,0.935339,3.876426,0.94472,0.243709,0.41051,0.146749,0.109921,-0.084543,0.195652,54.347826,82,57
525338,WI,Dodge,027,2026-02-16,1,2025-08-25,175,0.180578,2.236224,2.848083,0.604931,0.212399,0.004451,0.113078,0.090256,-0.080666,0.988889,63.766667,82,64
525338,WI,Dodge,027,2026-03-16,1,2025-09-22,175,0.180578,2.174107,2.848083,0.604931,0.212399,0.004451,0.113078,0.090256,-0.080666,0.988889,63.766667,82,64
525343,WI,Shawano,115,2025-09-15,1,2025-03-24,175,0.168831,0.533991,3.367808,0.600591,0.178333,0.077169,0.124784,0.084209,-0.012179,0.619565,39.380435,151,121
525348,WI,Waupaca,135,2025-04-21,0,,,,,,,,,,,,,,147,128
525350,WI,Clark,019,2025-08-18,1,2025-08-18,0,0.181449,0.0,2.278956,0.554817,0.243452,0.0,0.071885,0.731826,-0.415175,0.611111,65.0,81,56
525352,WI,Grant,043,2025-08-18,1,2025-03-24,147,0.177283,0.0,3.439292,0.530389,0.154215,0.095637,0.148602,0.101707,0.110369,0.478261,38.521739,150,120
525362,WI,Lafayette,065,2026-03-23,0,,,,,,,,,,,,,,0,0
525363,WI,Oconto,083,2025-09-15,1,2025-03-24,175,0.21485,0.0,2.771491,0.682677,0.246321,0.188075,0.166509,0.129618,0.006981,0.978261,33.380435,151,121
525365,WI,Richland,103,2025-03-31,0,,,,,,,,,,,,,,78,58
525365,WI,Richland,103,2025-06-30,0,,,,,,,,,,,,,,80,58
525365,WI,Richland,103,2025-07-21,0,,,,,,,,,,,,,,80,58
525371,WI,Milwaukee,079,2025-06-30,1,2025-03-24,98,0.196996,0.995232,2.85005,0.386536,0.135624,0.082224,0.088229,0.090128,-0.125993,0.98913,99.097826,39,26
525371,WI,Milwaukee,079,2025-07-28,1,2025-03-24,126,0.196996,0.995232,2.85005,0.386536,0.135624,0.082224,0.088229,0.090128,-0.125993,0.98913,99.097826,39,26
525371,WI,Milwaukee,079,2025-09-29,1,2025-04-07,175,0.196996,0.976604,2.85005,0.386536,0.135624,0.082224,0.088229,0.090128,-0.125993,0.98913,99.097826,39,24
525382,WI,Milwaukee,079,2025-04-14,0,,,,,,,,,,,,,,146,127
525389,WI,Manitowoc,071,2025-06-23,0,,,,,,,,,,,,,,149,124
525398,WI,Pierce,093,2025-04-07,1,2025-03-24,14,0.172489,0.0,3.749547,0.810743,0.216224,0.197751,0.142796,0.1165,0.097779,0.282609,38.173913,146,128
525415,WI,Waukesha,133,2025-08-04,0,,,,,,,,,,,,,,150,124
525421,WI,Waukesha,133,2025-11-10,0,,,,,,,,,,,,,,82,57
525422,WI,Waukesha,133,2025-09-22,0,,,,,,,,,,,,,,151,120
525424,WI,Waukesha,133,2025-08-25,1,2025-05-19,98,0.168721,1.976996,3.344719,0.409914,0.122556,0.010874,0.197716,0.125886,0.008506,0.608696,96.532609,39,24
525425,WI,Grant,043,2025-06-30,0,,,,,,,,,,,,,,149,124
525425,WI,Grant,043,2025-09-08,0,,,,,,,,,,,,,,151,120
525438,WI,La Crosse,063,2026-01-19,0,,,,,,,,,,,,,,82,57
525452,WI,Juneau,057,2025-06-30,1,2025-03-24,98,0.173504,0.44006,3.126788,0.73438,0.234867,0.0,0.13052,0.087804,0.037801,0.913043,66.48913,80,59
525453,WI,Dodge,027,2025-08-04,0,,,,,,,,,,,,,,150,124
525484,WI,Outagamie,087,2026-03-09,0,,,,,,,,,,,,,,82,63
525494,WI,Door,029,2026-02-09,0,,,,,,,,,,,,,,150,130
525495,WI,Racine,101,2026-02-09,0,,,,,,,,,,,,,,82,63
525497,WI,Waupaca,135,2025-04-28,1,2025-03-24,35,0.168802,0.0,3.377374,0.435115,0.128832,0.043558,0.180637,0.114224,0.028453,0.5,47.434783,147,129
525497,WI,Waupaca,135,2025-06-16,1,2025-03-24,84,0.168802,0.0,3.377374,0.435115,0.128832,0.043558,0.180637,0.114224,0.028453,0.5,47.434783,149,125
525504,WI,Milwaukee,079,2025-12-08,1,2025-06-16,175,0.188918,0.648181,4.421637,1.003378,0.226925,0.572001,0.100103,0.077388,0.005484,0.01087,82.847826,39,26
525524,WI,Milwaukee,079,2026-01-05,0,,,,,,,,,,,,,,150,122
525528,WI,Waukesha,133,2025-12-22,1,2025-08-18,126,0.172928,1.296362,3.972244,0.573621,0.144407,0.307539,0.131747,0.096798,-0.026755,0.111111,88.133333,39,26
525533,WI,Kewaunee,061,2025-11-03,0,,,,,,,,,,,,,,151,120
525542,WI,Racine,101,2025-05-05,0,,,,,,,,,,,,,,78,58
525542,WI,Racine,101,2025-10-27,0,,,,,,,,,,,,,,82,56
525549,WI,Milwaukee,079,2026-01-26,1,2025-08-04,175,0.189791,1.880309,3.254332,0.319278,0.098109,0.199214,0.202945,0.135132,-0.134201,0.641304,78.0,39,26
525552,WI,Milwaukee,079,2025-03-31,1,2025-03-24,7,0.185412,1.010373,3.876631,1.033072,0.266487,0.316123,0.108461,0.183575,0.132292,0.271739,45.75,145,127
525552,WI,Milwaukee,079,2025-10-27,1,2025-05-05,175,0.185412,1.432353,3.876631,1.033072,0.266487,0.316123,0.108461,0.183575,0.132292,0.271739,45.75,151,121
525554,WI,Winnebago,139,2025-08-11,1,2025-03-24,140,0.169539,0.0,4.40367,0.995693,0.226105,0.361845,0.125416,0.095871,0.151159,0.021739,72.73913,80,59
525556,WI,Kenosha,059,2025-07-07,0,,,,,,,,,,,,,,3,3
525565,WI,Walworth,127,2025-11-03,0,,,,,,,,,,,,,,151,120
525567,WI,Bayfield,007,2025-11-10,0,,,,,,,,,,,,,,150,122
525568,WI,Sheboygan,117,2025-12-15,0,,,,,,,,,,,,,,82,57
525574,WI,Outagamie,087,2026-03-16,0,,,,,,,,,,,,,,10,9
525579,WI,Outagamie,087,2026-01-19,0,,,,,,,,,,,,,,150,122
525622,WI,Crawford,023,2025-07-21,0,,,,,,,,,,,,,,150,124
525625,WI,Walworth,127,2025-09-01,0,,,,,,,,,,,,,,39,23
525630,WI,Green,045,2026-02-16,0,,,,,,,,,,,,,,39,27
525632,WI,Sawyer,113,2025-08-04,0,,,,,,,,,,,,,,150,124
525642,WI,Dodge,027,2025-04-28,0,,,,,,,,,,,,,,147,128
525643,WI,Green,045,2025-08-04,0,,,,,,,,,,,,,,80,58
525656,WI,Dane,025,2025-09-01,0,,,,,,,,,,,,,,151,120
525657,WI,Marquette,077,2025-04-07,0,,,,,,,,,,,,,,146,127
525657,WI,Marquette,077,2025-10-20,0,,,,,,,,,,,,,,151,120
525660,WI,Grant,043,2025-12-22,1,2025-06-30,175,0.190067,1.819427,3.325407,0.608273,0.182917,0.163203,0.098169,0.087054,0.052023,0.663043,60.467391,82,58
525668,WI,Ozaukee,089,2025-07-28,0,,,,,,,,,,,,,,150,124
525672,WI,Barron,005,2026-02-02,0,,,,,,,,,,,,,,82,57
525688,WI,Racine,101,2025-06-09,0,,,,,,,,,,,,,,79,57
525688,WI,Racine,101,2025-09-29,0,,,,,,,,,,,,,,82,56
525701,WI,Eau Claire,035,2025-04-14,0,,,,,,,,,,,,,,146,127
535013,WY,Laramie,021,2025-06-23,1,2025-03-24,91,0.178856,0.0,3.092824,0.623173,0.20149,0.0,0.09298,0.077544,0.040122,0.978261,82.554348,5,4
535013,WY,Laramie,021,2026-03-23,0,,,,,,,,,,,,,,0,0
535017,WY,Sublette,035,2025-08-18,0,,,,,,,,,,,,,,12,8
535021,WY,Big Horn,003,2025-10-20,0,,,,,,,,,,,,,,5,3
535023,WY,Weston,045,2025-12-08,0,,,,,,,,,,,,,,12,9
535024,WY,Natrona,025,2025-05-12,0,,,,,,,,,,,,,,5,4
535024,WY,Natrona,025,2025-08-25,1,2025-05-19,98,0.168798,0.463515,3.023579,0.783816,0.259234,0.001022,0.176024,0.120112,-0.093942,0.923913,84.434783,5,4
535025,WY,Laramie,021,2025-08-04,0,,,,,,,,,,,,,,5,3
535025,WY,Laramie,021,2025-10-20,0,,,,,,,,,,,,,,5,3
535025,WY,Laramie,021,2025-11-10,0,,,,,,,,,,,,,,5,3
535040,WY,Converse,009,2025-09-15,0,,,,,,,,,,,,,,0,0
535042,WY,Natrona,025,2025-05-19,1,2025-03-24,56,0.175156,1.170673,3.242296,0.676521,0.208655,0.0,0.192798,0.119511,0.036861,0.684783,154.141304,0,0
535042,WY,Natrona,025,2026-03-09,1,2025-09-15,175,0.172699,1.315032,3.196207,0.758408,0.237284,0.0,0.237251,0.149289,-0.01086,0.688889,160.233333,0,0
535048,WY,Washakie,043,2026-02-23,0,,,,,,,,,,,,,,6,4
535053,WY,Platte,031,2026-02-16,0,,,,,,,,,,,,,,11,10
535056,WY,Sweetwater,037,2026-01-12,0,,,,,,,,,,,,,,12,9
555004,CA,Los Angeles,037,2025-04-21,0,,,,,,,,,,,,,,330,316
555023,CA,Santa Barbara,083,2025-11-17,0,,,,,,,,,,,,,,179,170
555034,CA,San Mateo,081,2025-06-30,1,2025-03-24,98,0.175828,0.774929,3.996983,0.717031,0.179393,0.11041,0.138877,0.079006,0.210416,0.076087,282.73913,6,4
555057,CA,Los Angeles,037,2025-12-01,0,,,,,,,,,,,,,,122,116
555057,CA,Los Angeles,037,2026-03-02,0,,,,,,,,,,,,,,122,116
555071,CA,Los Angeles,037,2025-04-21,0,,,,,,,,,,,,,,330,316
555083,CA,Sacramento,067,2025-11-10,0,,,,,,,,,,,,,,334,321
555098,CA,Sacramento,067,2025-12-15,0,,,,,,,,,,,,,,86,79
555099,CA,Los Angeles,037,2025-06-09,0,,,,,,,,,,,,,,6,3
555099,CA,Los Angeles,037,2025-12-15,0,,,,,,,,,,,,,,6,3
555105,CA,San Joaquin,077,2025-12-08,0,,,,,,,,,,,,,,334,321
555115,CA,Madera,039,2025-07-21,0,,,,,,,,,,,,,,248,239
555115,CA,Madera,039,2025-09-08,1,2025-08-18,21,0.168721,0.335092,3.47277,0.212273,0.061125,0.099087,0.11547,0.117203,-0.06788,0.422222,62.566667,250,240
555115,CA,Madera,039,2025-10-27,1,2025-08-18,70,0.168721,0.335092,3.47277,0.212273,0.061125,0.099087,0.11547,0.117203,-0.06788,0.422222,62.566667,250,240
555117,CA,Los Angeles,037,2025-03-31,0,,,,,,,,,,,,,,330,316
555117,CA,Los Angeles,037,2025-05-05,0,,,,,,,,,,,,,,330,316
555117,CA,Los Angeles,037,2025-08-04,0,,,,,,,,,,,,,,333,316
555135,CA,Riverside,065,2025-08-25,0,,,,,,,,,,,,,,336,317
555139,CA,Los Angeles,037,2025-12-08,0,,,,,,,,,,,,,,122,116
555170,CA,Kern,029,2026-01-19,0,,,,,,,,,,,,,,334,321
555190,CA,Stanislaus,099,2025-10-27,0,,,,,,,,,,,,,,48,44
555207,CA,Napa,055,2026-03-23,0,,,,,,,,,,,,,,0,0
555208,CA,Tulare,107,2025-06-02,0,,,,,,,,,,,,,,83,76
555214,CA,Marin,041,2025-08-11,0,,,,,,,,,,,,,,333,316
555235,CA,San Mateo,081,2025-05-12,0,,,,,,,,,,,,,,119,113
555235,CA,San Mateo,081,2025-08-11,0,,,,,,,,,,,,,,120,114
555257,CA,Orange,059,2026-02-09,0,,,,,,,,,,,,,,334,324
555259,CA,Orange,059,2026-03-09,0,,,,,,,,,,,,,,47,45
555286,CA,Orange,059,2025-11-10,0,,,,,,,,,,,,,,86,79
555297,CA,Riverside,065,2025-04-07,0,,,,,,,,,,,,,,48,45
555304,CA,Butte,007,2025-07-14,0,,,,,,,,,,,,,,84,77
555319,CA,Riverside,065,2025-05-12,0,,,,,,,,,,,,,,244,237
555330,CA,Riverside,065,2025-04-21,0,,,,,,,,,,,,,,48,45
555330,CA,Riverside,065,2025-10-13,0,,,,,,,,,,,,,,48,44
555330,CA,Riverside,065,2026-03-02,0,,,,,,,,,,,,,,47,45
555350,CA,San Bernardino,071,2025-08-25,0,,,,,,,,,,,,,,7,5
555394,CA,Santa Barbara,083,2025-09-29,0,,,,,,,,,,,,,,122,115
555394,CA,Santa Barbara,083,2025-10-20,0,,,,,,,,,,,,,,122,115
555400,CA,Sacramento,067,2025-09-22,0,,,,,,,,,,,,,,48,44
555400,CA,Sacramento,067,2026-01-05,0,,,,,,,,,,,,,,48,46
555421,CA,Contra Costa,013,2026-03-23,0,,,,,,,,,,,,,,0,0
555431,CA,San Diego,073,2026-03-16,1,2025-09-22,175,0.184696,0.0,3.957709,0.247033,0.062418,0.225275,0.145015,0.082718,0.028105,0.088889,300.311111,6,4
555432,CA,Los Angeles,037,2025-11-10,0,,,,,,,,,,,,,,250,242
555433,CA,Plumas,063,2025-05-12,0,,,,,,,,,,,,,,244,237
555433,CA,Plumas,063,2025-07-21,0,,,,,,,,,,,,,,248,239
555470,CA,San Joaquin,077,2026-01-26,0,,,,,,,,,,,,,,86,79
555473,CA,Orange,059,2026-03-09,0,,,,,,,,,,,,,,122,116
555487,CA,Santa Clara,085,2025-08-18,0,,,,,,,,,,,,,,86,79
555496,CA,San Joaquin,077,2026-02-16,0,,,,,,,,,,,,,,334,324
555514,CA,San Bernardino,071,2025-04-14,0,,,,,,,,,,,,,,244,237
555515,CA,Orange,059,2025-09-15,0,,,,,,,,,,,,,,250,239
555522,CA,San Bernardino,071,2025-10-06,0,,,,,,,,,,,,,,336,317
555522,CA,San Bernardino,071,2025-11-17,0,,,,,,,,,,,,,,334,321
555565,CA,Los Angeles,037,2025-05-19,0,,,,,,,,,,,,,,23,19
555565,CA,Los Angeles,037,2025-06-09,0,,,,,,,,,,,,,,23,19
555565,CA,Los Angeles,037,2025-11-10,0,,,,,,,,,,,,,,23,21
555566,CA,Riverside,065,2025-05-12,0,,,,,,,,,,,,,,48,45
555579,CA,Los Angeles,037,2025-06-23,0,,,,,,,,,,,,,,7,5
555579,CA,Los Angeles,037,2025-07-14,0,,,,,,,,,,,,,,7,5
555579,CA,Los Angeles,037,2025-08-04,0,,,,,,,,,,,,,,7,5
555579,CA,Los Angeles,037,2026-02-02,0,,,,,,,,,,,,,,7,5
555583,CA,Los Angeles,037,2026-01-12,0,,,,,,,,,,,,,,86,79
555652,CA,Fresno,019,2025-05-05,0,,,,,,,,,,,,,,48,45
555652,CA,Fresno,019,2025-09-22,0,,,,,,,,,,,,,,48,44
555652,CA,Fresno,019,2026-01-05,0,,,,,,,,,,,,,,48,46
555658,CA,Tulare,107,2025-09-01,0,,,,,,,,,,,,,,336,317
555668,CA,Los Angeles,037,2025-07-14,0,,,,,,,,,,,,,,333,316
555686,CA,Los Angeles,037,2025-08-11,0,,,,,,,,,,,,,,48,45
555701,CA,Ventura,111,2025-06-30,0,,,,,,,,,,,,,,333,316
555702,CA,Kern,029,2026-03-16,0,,,,,,,,,,,,,,86,81
555703,CA,Sonoma,097,2025-04-14,0,,,,,,,,,,,,,,244,237
555707,CA,Los Angeles,037,2025-04-21,0,,,,,,,,,,,,,,119,113
555712,CA,Santa Clara,085,2025-12-01,0,,,,,,,,,,,,,,179,170
555751,CA,Orange,059,2025-07-14,0,,,,,,,,,,,,,,334,317
555757,CA,Santa Clara,085,2025-06-23,0,,,,,,,,,,,,,,176,166
555771,CA,Kern,029,2025-12-01,0,,,,,,,,,,,,,,122,116
555771,CA,Kern,029,2025-12-08,0,,,,,,,,,,,,,,122,116
555771,CA,Kern,029,2026-03-02,0,,,,,,,,,,,,,,122,116
555781,CA,Los Angeles,037,2025-06-23,1,2025-03-24,91,0.212173,1.28496,3.175632,0.17165,0.054052,0.162336,0.188336,0.10926,0.019166,0.836957,166.48913,48,46
555808,CA,Los Angeles,037,2025-03-31,0,,,,,,,,,,,,,,330,316
555808,CA,Los Angeles,037,2025-09-01,0,,,,,,,,,,,,,,336,317
555819,CA,Alameda,001,2026-02-16,0,,,,,,,,,,,,,,248,243
555823,CA,Los Angeles,037,2026-01-19,0,,,,,,,,,,,,,,86,79
555831,CA,Santa Clara,085,2025-06-02,0,,,,,,,,,,,,,,333,316
555831,CA,Santa Clara,085,2025-06-23,0,,,,,,,,,,,,,,333,316
555831,CA,Santa Clara,085,2025-08-25,0,,,,,,,,,,,,,,336,317
555844,CA,Marin,041,2025-04-21,0,,,,,,,,,,,,,,48,45
555844,CA,Marin,041,2025-09-08,1,2025-08-18,21,0.175533,0.462928,3.731942,0.532948,0.142807,0.167028,0.111275,0.064955,0.01061,0.177778,174.855556,48,45
555852,CA,Los Angeles,037,2025-04-14,0,,,,,,,,,,,,,,5,4
555867,CA,Monterey,053,2025-09-29,0,,,,,,,,,,,,,,0,0
555878,CA,San Diego,073,2026-02-02,0,,,,,,,,,,,,,,334,321
555904,CA,Los Angeles,037,2025-11-10,0,,,,,,,,,,,,,,48,46
675001,TX,Eastland,133,2025-03-31,0,,,,,,,,,,,,,,310,99
