make,model,model_year,component_group,recall_report_week,campaign_numbers,flagged,first_crossing_week,lead_days,score_at_crossing,n_trailing_at_crossing,rate_ratio_at_crossing,accel_at_crossing,severity_frac_at_crossing,hazard_lang_at_crossing,matched_controls,matched_controls_not_flagged
CHRYSLER,PACIFICA,2022,BACK OVER PREVENTION,2024-06-13,24V436000,0,,,,,,,,,60,0
MERCEDES-BENZ,CLA 250,2020,BACK OVER PREVENTION,2022-04-07,22V232000,1,2022-03-24,14,0.013191,1.0,4.333333,1.0,0.0,0.0,183,0
FORD,EDGE,2020,BACK OVER PREVENTION,2025-06-26,25V442000,1,2025-05-22,35,0.013191,1.0,4.333333,1.0,0.0,0.0,533,0
VOLVO,XC70,2007,AIR BAGS,2021-10-14,21V800000,0,,,,,,,,,14,0
FORD,F-450 SD,2022,ELECTRICAL SYSTEM,2022-03-24,22V193000,1,2022-03-24,0,0.009409,1.0,4.333333,1.0,0.0,1.0,163,0
FORD,F-450 SD,2022,ELECTRICAL SYSTEM,2025-02-27,25V132000,1,2024-10-10,140,0.021442,2.0,2.888889,2.0,1.0,1.0,634,0
GENESIS,GV80,2022,SEAT BELTS,2023-02-16,23V094000,0,,,,,,,,,38,0
FORD,F-250 SD,2022,ELECTRICAL SYSTEM,2022-03-24,22V193000,1,2022-03-24,0,0.013191,1.0,4.333333,1.0,0.0,0.0,163,0
FORD,F-250 SD,2022,ELECTRICAL SYSTEM,2025-02-27,25V132000,1,2024-09-05,175,0.026459,1.0,0.866667,-1.0,0.0,0.0,634,0
FORD,BRONCO,2022,VISIBILITY,2022-06-23,22V451000,1,2022-03-24,91,0.013191,1.0,4.333333,1.0,0.0,0.0,246,0
DODGE,CHARGER,2021,VISIBILITY,2021-07-08,21V516000,0,,,,,,,,,28,0
FORD,ESCAPE PHEV,2021,ELECTRICAL SYSTEM,2025-11-13,25V789000,1,2025-05-22,175,0.020293,3.0,2.6,0.0,0.0,0.0,586,0
RAM,1500,2022,STRUCTURE,2022-12-08,22V904000,1,2022-06-16,175,0.02008,1.0,2.166667,-1.0,0.0,0.0,77,0
VOLKSWAGEN,ID.4,2021,AIR BAGS,2022-10-27,22V858000,1,2022-05-05,175,0.012911,1.0,4.333333,0.0,0.0,0.0,163,0
TESLA,MODEL S,2022,FORWARD COLLISION AVOIDANCE,2022-02-03,22V063000,0,,,,,,,,,75,0
TESLA,MODEL S,2022,FORWARD COLLISION AVOIDANCE,2022-04-07,22V235000,1,2022-03-31,7,0.013191,1.0,4.333333,1.0,0.0,0.0,96,0
TESLA,MODEL X,2022,AIR BAGS,2022-04-07,22V233000,1,2022-03-31,7,0.013191,1.0,4.333333,1.0,0.0,0.0,96,0
TESLA,MODEL X,2022,AIR BAGS,2022-11-10,22V843000,1,2022-05-19,175,0.012911,1.0,4.333333,0.0,0.0,0.0,122,0
TESLA,MODEL X,2022,AIR BAGS,2023-11-02,23V743000,0,,,,,,,,,184,0
TESLA,MODEL X,2022,AIR BAGS,2024-12-19,24V967000,1,2024-06-27,175,0.014662,1.0,2.166667,0.0,0.0,1.0,176,0
TESLA,MODEL X,2022,AIR BAGS,2025-03-13,25V172000,1,2024-12-05,98,0.01748,1.0,1.444444,1.0,0.0,1.0,163,0
TESLA,MODEL X,2022,SEAT BELTS,2022-01-27,22V045000,0,,,,,,,,,73,0
TESLA,MODEL X,2022,SEAT BELTS,2023-07-13,23V488000,0,,,,,,,,,170,0
TESLA,MODEL X,2022,SEAT BELTS,2024-05-23,24V376000,1,2023-11-30,175,0.012911,1.0,4.333333,0.0,0.0,0.0,188,0
FORD,F-350 SD,2022,FUEL/PROPULSION SYSTEM,2024-12-19,24V957000,0,,,,,,,,,622,0
FORD,F-350 SD,2022,FUEL/PROPULSION SYSTEM,2025-07-03,25V455000,1,2025-02-06,147,0.013191,1.0,4.333333,1.0,0.0,0.0,610,0
FORD,F-350 SD,2022,ELECTRICAL SYSTEM,2022-03-24,22V193000,0,,,,,,,,,164,0
FORD,F-350 SD,2022,ELECTRICAL SYSTEM,2025-02-27,25V132000,1,2025-01-23,35,0.018879,1.0,1.083333,1.0,0.0,1.0,634,0
FORD,E-350,2021,SERVICE BRAKES,2022-02-10,22V089000,0,,,,,,,,,264,0
FORD,E-350,2021,SERVICE BRAKES,2024-02-08,24V097000,1,2023-08-17,175,0.009596,2.0,4.333333,0.0,0.0,1.0,603,0
FORD,F-150,2022,VISIBILITY,2022-11-10,22V842000,1,2022-05-19,175,0.013743,2.0,4.333333,1.0,0.0,0.0,348,0
FORD,F-150,2022,VISIBILITY,2025-10-23,25V729000,1,2025-05-01,175,0.028476,1.0,0.619048,0.0,0.0,0.0,631,0
OLIVER TRAVEL TRAILERS,LEGACY ELITE II,2019,EQUIPMENT,2024-11-14,24V876000,1,2024-05-23,175,0.015098,2.0,4.333333,0.0,1.0,1.0,2,0
HYUNDAI,SANTA CRUZ,2022,ENGINE,2022-03-24,22V197000,0,,,,,,,,,136,0
KIA,EV6,2022,ELECTRICAL SYSTEM,2024-03-14,24V200000,1,2023-09-21,175,0.038543,18.0,1.95,1.0,0.055556,0.444444,309,0
KIA,EV6,2022,ELECTRICAL SYSTEM,2024-11-14,24V867000,1,2024-05-23,175,0.044698,17.0,1.151042,-1.0,0.0,0.176471,285,0
CHEVROLET,CORVETTE,2022,POWER TRAIN,2022-02-17,22V091000,0,,,,,,,,,116,0
LAND ROVER,RANGE ROVER SPORT,2022,ENGINE,2023-02-02,23V044000,0,,,,,,,,,25,0
JEEP,WRANGLER,2021,STRUCTURE,2023-03-23,23V191000,1,2023-03-02,21,0.038105,1.0,1.444444,1.0,1.0,0.0,217,0
TOYOTA,SEQUOIA,2012,STEERING,2021-11-18,21V920000,0,,,,,,,,,189,0
TOYOTA,SEQUOIA,2012,STEERING,2021-12-23,21E103000,0,,,,,,,,,182,0
HONDA,INSIGHT,2022,FUEL/PROPULSION SYSTEM,2023-12-14,23V858000,0,,,,,,,,,358,0
NEWMAR,BAY STAR,2019,EQUIPMENT,2021-07-22,21V571000,0,,,,,,,,,20,0
LINCOLN,AVIATOR,2022,EQUIPMENT,2024-11-07,24V852000,0,,,,,,,,,29,0
HYUNDAI,IONIQ 5,2022,ELECTRICAL SYSTEM,2024-03-14,24V204000,1,2023-09-21,175,0.074282,34.0,1.444444,-3.0,0.0,0.352941,389,0
HYUNDAI,IONIQ 5,2022,ELECTRICAL SYSTEM,2024-11-14,24V868000,1,2024-05-23,175,0.042783,13.0,0.489855,0.0,0.0,0.307692,352,0
AUDI,A6,2021,ELECTRICAL SYSTEM,2022-03-10,22V155000,0,,,,,,,,,72,0
AUDI,A6,2021,ELECTRICAL SYSTEM,2022-11-17,22V861000,1,2022-05-26,175,0.012911,1.0,4.333333,0.0,0.0,0.0,101,0
AUDI,A6,2021,ELECTRICAL SYSTEM,2025-03-27,25V201000,1,2025-01-23,63,0.01498,1.0,2.166667,1.0,0.0,1.0,92,0
FORD,EXPLORER,2021,FUEL/PROPULSION SYSTEM,2025-07-03,25V455000,1,2025-01-09,175,0.021075,2.0,1.444444,0.0,0.0,0.5,598,0
FORD,TRANSIT,2021,SEAT BELTS,2021-07-29,21V592000,0,,,,,,,,,210,0
HONDA,RIDGELINE,2019,LATCHES/LOCKS/LINKAGES,2021-11-25,21V932000,0,,,,,,,,,305,0
FORD,F-250 SD,2022,POWER TRAIN,2022-02-10,22V087000,0,,,,,,,,,144,0
FORD,F-250 SD,2022,STRUCTURE,2022-02-10,22V087000,0,,,,,,,,,144,0
GMC,SIERRA 3500,2017,EQUIPMENT,2021-07-01,21V496000,0,,,,,,,,,175,0
MERCEDES-BENZ,GLC 350,2019,ELECTRICAL SYSTEM,2022-05-19,22V365000,1,2022-04-07,42,0.013191,1.0,4.333333,1.0,0.0,0.0,151,0
TESLA,MODEL Y,2022,SEAT BELTS,2022-01-27,22V045000,0,,,,,,,,,73,0
TESLA,MODEL Y,2022,SEAT BELTS,2023-02-23,23V130000,1,2022-09-01,175,0.025815,1.0,1.083333,0.0,0.0,0.0,143,0
TESLA,MODEL Y,2022,SEAT BELTS,2024-05-23,24V376000,1,2023-11-30,175,0.027863,1.0,0.722222,0.0,0.0,0.0,188,0
KIA,K900,2016,SERVICE BRAKES,2022-01-27,22V051000,0,,,,,,,,,175,0
KIA,K900,2016,SERVICE BRAKES,2023-09-21,23V652000,0,,,,,,,,,225,0
GMC,TERRAIN,2011,EXTERIOR LIGHTING,2022-03-03,22V137000,0,,,,,,,,,76,0
KIA,SPORTAGE,2014,SERVICE BRAKES,2022-01-27,22V051000,0,,,,,,,,,160,0
LINCOLN,MKZ,2018,SERVICE BRAKES,2023-03-09,23V162000,0,,,,,,,,,47,0
VOLVO,V70,2006,AIR BAGS,2021-10-14,21V800000,0,,,,,,,,,7,0
JEEP,COMPASS,2022,ELECTRICAL SYSTEM,2023-02-09,23V058000,1,2022-10-27,105,0.020954,1.0,2.166667,1.0,0.0,0.0,159,0
JEEP,COMPASS,2022,ELECTRICAL SYSTEM,2023-08-10,23V576000,1,2023-02-16,175,0.019035,10.0,3.611111,0.0,0.0,0.4,225,0
FORD,E-450,2022,SERVICE BRAKES,2022-02-10,22V089000,0,,,,,,,,,144,0
FORD,E-450,2022,SERVICE BRAKES,2024-02-08,24V097000,1,2023-11-30,70,0.024426,1.0,1.444444,1.0,0.0,0.0,608,0
HYUNDAI,ACCENT,2014,SERVICE BRAKES,2023-09-21,23V651000,0,,,,,,,,,205,0
LINCOLN,AVIATOR,2021,STRUCTURE,2025-06-12,25V407000,0,,,,,,,,,62,0
KEYSTONE,PASSPORT,2022,WHEELS,2022-03-24,22V206000,0,,,,,,,,,8,0
HOLIDAY RAMBLER,VACATIONER,2021,SUSPENSION,2022-08-25,22V655000,1,2022-04-14,133,0.013191,1.0,4.333333,1.0,0.0,0.0,5,0
VOLKSWAGEN,ID.4,2021,SEAT BELTS,2021-07-29,21V607000,0,,,,,,,,,50,0
VOLKSWAGEN,ID.4,2021,SEAT BELTS,2021-08-05,21V606000,0,,,,,,,,,55,0
KIA,SPORTAGE,2023,AIR BAGS,2022-11-24,22V878000,1,2022-06-02,175,0.009208,1.0,4.333333,0.0,0.0,1.0,118,0
BRIDGESTONE,TURANZA EL440,9999,TIRES,2021-08-12,21T012000,0,,,,,,,,,10,0
BRIDGESTONE,TURANZA EL440,9999,TIRES,2022-11-03,22T021000,1,2022-05-12,175,0.012911,1.0,4.333333,0.0,0.0,0.0,18,0
ALUMA,ALUMA,2021,STRUCTURE,2021-09-30,21V777000,0,,,,,,,,,0,0
FORD,EXPLORER,2022,POWER TRAIN,2023-02-09,23V069000;23V070000,1,2022-08-18,175,0.023913,1.0,1.444444,0.0,0.0,0.0,385,0
FORD,EXPLORER,2022,POWER TRAIN,2023-03-23,23V199000,1,2022-09-29,175,0.023913,1.0,1.444444,0.0,0.0,0.0,402,0
FORD,EXPLORER,2022,POWER TRAIN,2023-10-05,23V675000,1,2023-04-13,175,0.029558,4.0,1.444444,-1.0,0.25,0.0,539,0
FORD,EXPLORER,2022,POWER TRAIN,2025-03-13,25V166000,1,2024-09-19,175,0.02197,1.0,0.270833,0.0,0.0,1.0,637,0
MERCEDES-BENZ,GLE 450,2021,EXTERIOR LIGHTING,2021-07-01,21V509000,0,,,,,,,,,89,0
HONDA,CR-V,2022,EQUIPMENT,2023-07-27,23V524000,0,,,,,,,,,313,0
DODGE,DURANGO,2022,POWER TRAIN,2022-11-17,22V866000,1,2022-05-26,175,0.011363,2.0,4.333333,0.0,0.0,0.5,17,0
FORD,EDGE,2019,BACK OVER PREVENTION,2025-06-26,25V442000,0,,,,,,,,,493,0
RAM,2500,2019,ELECTRONIC STABILITY CONTROL (ESC),2022-03-10,22V140000,0,,,,,,,,,124,0
MERCEDES-BENZ,SPRINTER 3500,2021,SUSPENSION,2022-03-03,22V131000,0,,,,,,,,,135,0
NISSAN,LEAF,2022,ELECTRICAL SYSTEM,2025-09-25,25V655000,1,2025-04-03,175,0.023913,1.0,1.444444,0.0,0.0,0.0,236,0
TESLA,MODEL S,2020,LATCHES/LOCKS/LINKAGES,2021-12-16,21V00B000,0,,,,,,,,,124,0
CYBEX,SIRONA M,9999,CHILD SEAT,2022-04-07,22C001000,0,,,,,,,,,2,0
HEARTLAND,NORTH TRAIL,2022,EQUIPMENT,2022-03-24,22V199000,0,,,,,,,,,4,0
HEARTLAND,NORTH TRAIL,2022,EQUIPMENT,2022-06-16,22V432000,1,2022-04-21,56,0.013191,1.0,4.333333,1.0,0.0,0.0,2,0
HEARTLAND,NORTH TRAIL,2022,EQUIPMENT,2022-08-04,22V591000,1,2022-04-21,105,0.013191,1.0,4.333333,1.0,0.0,0.0,2,0
MERCEDES-BENZ,SPRINTER (VS30),2019,ELECTRICAL SYSTEM,2023-02-16,23V100000,0,,,,,,,,,197,0
RAM,3500,2021,ELECTRICAL SYSTEM,2021-10-14,21V798000,0,,,,,,,,,76,0
RAM,3500,2021,ELECTRICAL SYSTEM,2023-02-09,23V060000,1,2022-08-18,175,0.020512,1.0,2.166667,0.0,0.0,0.0,126,0
GMC,SIERRA 2500,2021,TIRES,2021-07-29,21V578000,0,,,,,,,,,99,0
FORD,EXPLORER,2022,FUEL/PROPULSION SYSTEM,2022-02-10,22V088000,0,,,,,,,,,144,0
FORD,EXPLORER,2022,FUEL/PROPULSION SYSTEM,2022-09-08,22V685000,1,2022-04-28,133,0.009409,1.0,4.333333,1.0,0.0,1.0,316,0
FORD,EXPLORER,2022,FUEL/PROPULSION SYSTEM,2025-07-03,25V455000,1,2025-01-09,175,0.01498,1.0,2.166667,1.0,0.0,1.0,610,0
TESLA,MODEL S,2022,AIR BAGS,2022-02-17,22V104000,0,,,,,,,,,81,0
TESLA,MODEL S,2022,AIR BAGS,2022-07-21,22V526000,1,2022-04-28,84,0.013191,1.0,4.333333,1.0,0.0,0.0,109,0
TESLA,MODEL S,2022,AIR BAGS,2023-11-02,23V743000,1,2023-10-26,7,0.009409,1.0,4.333333,1.0,0.0,1.0,183,0
TESLA,MODEL S,2022,AIR BAGS,2024-12-19,24V967000,0,,,,,,,,,177,0
TESLA,MODEL S,2022,AIR BAGS,2025-03-13,25V172000,0,,,,,,,,,164,0
GENESIS,G70,2019,ELECTRICAL SYSTEM,2024-02-08,24V107000,0,,,,,,,,,5,0
FORD,BRONCO SPORT,2022,SERVICE BRAKES,2021-11-18,21V922000,0,,,,,,,,,106,0
TESLA,MODEL X,2022,BACK OVER PREVENTION,2022-04-28,22V296000,1,2022-04-28,0,0.010018,2.0,4.333333,2.0,0.0,1.0,98,0
HONDA,HR-V,2022,AIR BAGS,2024-02-01,24V064000,1,2023-11-16,77,0.014805,1.0,4.333333,1.0,1.0,1.0,344,0
FORD,EXPEDITION,2020,BACK OVER PREVENTION,2025-06-26,25V442000,0,,,,,,,,,534,0
LINCOLN,NAVIGATOR,2020,VISIBILITY,2022-04-14,22V250000,0,,,,,,,,,43,0
CHEVROLET,CAMARO,2020,POWER TRAIN,2025-03-06,25V148000,1,2025-03-06,0,0.013191,1.0,4.333333,1.0,0.0,0.0,362,0
FORD,F-450 SD,2022,WHEELS,2023-11-09,23V758000,0,,,,,,,,,558,0
GMC,TERRAIN,2016,EXTERIOR LIGHTING,2022-03-03,22V137000,0,,,,,,,,,163,0
FORD,BRONCO,2022,ENGINE,2024-08-22,24V635000,1,2024-02-29,175,0.029958,5.0,1.666667,1.0,0.2,0.0,628,0
FORD,BRONCO,2022,POWER TRAIN,2023-02-09,23V070000,1,2022-08-18,175,0.014662,1.0,2.166667,0.0,0.0,1.0,385,0
VOLKSWAGEN,ATLAS,2022,AIR BAGS,2022-03-24,22V152000,0,,,,,,,,,115,0
VOLKSWAGEN,ATLAS,2022,AIR BAGS,2024-06-20,24V464000,1,2024-05-02,49,0.013191,1.0,4.333333,1.0,0.0,0.0,205,0
GRAND DESIGN,TRANSCEND,2022,ELECTRICAL SYSTEM,2022-03-24,22V203000,0,,,,,,,,,4,0
EAST TO WEST,DELLA TERRA,2022,STRUCTURE,2023-08-31,23V612000,0,,,,,,,,,1,0
RAM,3500,2020,VISIBILITY,2022-01-27,22V035000,0,,,,,,,,,117,0
THOR MOTOR COACH,WINDSPORT,2019,EQUIPMENT,2023-02-23,23V121000,0,,,,,,,,,8,0
FORD,ESCAPE,2022,ENGINE,2022-03-24,22V191000,0,,,,,,,,,164,0
FORD,ESCAPE,2022,ENGINE,2022-07-07,22V484000,1,2022-05-05,63,0.013191,1.0,4.333333,1.0,0.0,0.0,265,0
FORD,ESCAPE,2022,ENGINE,2023-05-25,23V380000,1,2022-12-01,175,0.018319,2.0,2.888889,0.0,0.0,0.0,428,0
FORD,ESCAPE,2022,ENGINE,2025-05-22,25V345000,1,2024-11-28,175,0.018358,3.0,3.25,0.0,0.333333,0.333333,617,0
THOR MOTOR COACH,ARIA,2020,STRUCTURE,2021-07-08,21V522000,0,,,,,,,,,19,0
JAYCO,MELBOURNE PRESTIGE,2021,ELECTRICAL SYSTEM,2023-06-01,23V390000,0,,,,,,,,,9,0
JAYCO,MELBOURNE PRESTIGE,2021,ELECTRICAL SYSTEM,2023-07-13,23V486000,0,,,,,,,,,8,0
FOREST RIVER,CEDAR CREEK,2022,EQUIPMENT,2022-04-07,22V243000,0,,,,,,,,,40,0
FOREST RIVER,CEDAR CREEK,2022,EQUIPMENT,2022-07-28,22V556000,1,2022-05-05,84,0.014805,1.0,4.333333,1.0,1.0,1.0,53,0
FOREST RIVER,CEDAR CREEK,2022,EQUIPMENT,2024-05-30,24V395000,0,,,,,,,,,33,0
FORD,MAVERICK,2022,SERVICE BRAKES,2022-09-29,22V730000,1,2022-05-05,147,0.020711,1.0,4.333333,1.0,1.0,0.0,333,0
FORD,MAVERICK,2022,SERVICE BRAKES,2025-02-27,25V124000,1,2024-09-05,175,0.013452,2.0,4.333333,0.0,0.0,0.0,634,0
GRAND DESIGN,MOMENTUM,2017,EQUIPMENT,2022-01-27,22V038000,0,,,,,,,,,8,0
HYUNDAI,SANTA FE XL,2019,SERVICE BRAKES,2022-02-03,22V056000,0,,,,,,,,,182,0
LINCOLN,NAUTILUS,2021,BACK OVER PREVENTION,2025-05-08,25V315000,0,,,,,,,,,64,0
TESLA,MODEL 3,2022,EQUIPMENT,2022-04-28,22V296000,0,,,,,,,,,99,0
PORSCHE,CAYMAN,2015,POWER TRAIN,2021-08-26,21V679000,0,,,,,,,,,15,0
MERCEDES-BENZ,R350,2008,SERVICE BRAKES,2022-05-05,22V315000,0,,,,,,,,,9,0
MERCEDES-BENZ,R350,2008,SERVICE BRAKES,2024-04-25,24V298000,0,,,,,,,,,9,0
CAN-AM,RYKER,2022,ELECTRICAL SYSTEM,2022-10-20,22V799000,1,2022-05-12,161,0.013191,1.0,4.333333,1.0,0.0,0.0,21,0
LINCOLN,CORSAIR,2022,BACK OVER PREVENTION,2023-01-19,23V022000,1,2022-07-28,175,0.012911,1.0,4.333333,0.0,0.0,0.0,35,0
LINCOLN,CORSAIR,2022,BACK OVER PREVENTION,2023-05-11,23V342000,0,,,,,,,,,51,0
LINCOLN,CORSAIR,2022,BACK OVER PREVENTION,2025-01-30,25V048000,1,2024-08-29,154,0.013191,1.0,4.333333,1.0,0.0,0.0,34,0
LINCOLN,CORSAIR,2022,BACK OVER PREVENTION,2025-03-13,25V159000,1,2024-09-19,175,0.012911,1.0,4.333333,0.0,0.0,0.0,42,0
LINCOLN,CORSAIR,2022,BACK OVER PREVENTION,2025-06-26,25V442000,0,,,,,,,,,58,0
LINCOLN,CORSAIR,2022,BACK OVER PREVENTION,2025-08-07,25V510000,0,,,,,,,,,66,0
AUDI,Q5,2020,STRUCTURE,2021-12-02,21V947000,0,,,,,,,,,97,0
FORD,F-250 SD,2022,VISIBILITY,2022-04-14,22V250000,0,,,,,,,,,185,0
FORD,F-250 SD,2022,VISIBILITY,2025-10-23,25V729000,0,,,,,,,,,632,0
MERCEDES-BENZ,GL350,2011,SERVICE BRAKES,2022-05-05,22V315000,0,,,,,,,,,76,0
MERCEDES-BENZ,GL350,2011,SERVICE BRAKES,2024-04-25,24V298000,1,2023-11-02,175,0.012911,1.0,4.333333,0.0,0.0,0.0,82,0
FOREST RIVER,XLR TOYHAULER,2022,STRUCTURE,2021-10-21,21V830000,0,,,,,,,,,43,0
FOREST RIVER,XLR TOYHAULER,2022,ELECTRICAL SYSTEM,2021-10-21,21V829000,0,,,,,,,,,43,0
FOREST RIVER,XLR TOYHAULER,2022,ELECTRICAL SYSTEM,2022-03-03,22V135000,0,,,,,,,,,43,0
SUBARU,ASCENT,2022,ELECTRICAL SYSTEM,2022-12-08,22V907000,1,2022-06-16,175,0.009208,1.0,4.333333,0.0,0.0,1.0,113,0
LAND ROVER,DISCOVERY,2020,SEAT BELTS,2021-08-26,21V668000,0,,,,,,,,,40,0
MERCEDES-BENZ,ML550,2011,SERVICE BRAKES,2022-05-05,22V315000,0,,,,,,,,,76,0
MERCEDES-BENZ,ML550,2011,SERVICE BRAKES,2024-04-25,24V298000,0,,,,,,,,,83,0
FIAT,124 SPIDER,2019,FUEL/PROPULSION SYSTEM,2021-11-11,21V879000,0,,,,,,,,,5,0
AUDI,A7,2019,BACK OVER PREVENTION,2025-12-18,25V900000,0,,,,,,,,,144,0
EVENFLO,EVERYFIT,9999,CHILD SEAT,2025-03-13,25C003000,1,2024-10-31,133,0.013191,1.0,4.333333,1.0,0.0,0.0,20,0
LAND ROVER,LR4,2014,FUEL/PROPULSION SYSTEM,2021-08-12,21V635000,0,,,,,,,,,26,0
JEEP,WRANGLER,2022,STRUCTURE,2023-03-23,23V191000,1,2022-10-27,147,0.020954,1.0,2.166667,1.0,0.0,0.0,173,0
AUDI,Q5 SPORTBACK,2022,ELECTRICAL SYSTEM,2021-12-02,21V947000,0,,,,,,,,,43,0
KEYSTONE,MONTANA,2022,EQUIPMENT,2022-03-10,22V144000,0,,,,,,,,,9,0
KEYSTONE,MONTANA,2022,EQUIPMENT,2022-08-04,22V604000,1,2022-05-19,77,0.010018,2.0,4.333333,2.0,0.0,1.0,20,0
KEYSTONE,MONTANA,2022,EQUIPMENT,2024-03-21,24V234000,1,2023-09-28,175,0.014492,1.0,4.333333,0.0,1.0,1.0,20,0
HYUNDAI,ELANTRA,2022,SEAT BELTS,2022-03-03,22V123000,0,,,,,,,,,131,0
HYUNDAI,ELANTRA,2022,SEAT BELTS,2022-03-31,22V218000,0,,,,,,,,,139,0
HYUNDAI,ELANTRA,2022,SEAT BELTS,2022-05-19,22V354000,1,2022-05-19,0,0.013191,1.0,4.333333,1.0,0.0,0.0,149,0
HEARTLAND,ROAD WARRIOR,2022,EQUIPMENT,2022-06-16,22V432000,1,2022-05-19,28,0.014041,2.0,4.333333,2.0,0.0,0.0,2,0
HEARTLAND,ROAD WARRIOR,2022,EQUIPMENT,2022-08-04,22V591000,1,2022-05-19,77,0.014041,2.0,4.333333,2.0,0.0,0.0,2,0
MERCEDES-BENZ,GLS450,2021,POWER TRAIN,2024-02-15,24V118000,0,,,,,,,,,207,0
MERCEDES-BENZ,GLS450,2021,ELECTRICAL SYSTEM,2022-04-07,22V231000,0,,,,,,,,,133,0
MERCEDES-BENZ,GLS450,2021,ELECTRICAL SYSTEM,2022-05-19,22V365000,1,2022-05-19,0,0.009409,1.0,4.333333,1.0,0.0,1.0,133,0
MERCEDES-BENZ,GLS450,2021,ELECTRICAL SYSTEM,2024-03-14,24V207000,1,2023-12-21,84,0.020954,1.0,2.166667,1.0,0.0,0.0,212,0
HYUNDAI,ELANTRA,2021,SEAT BELTS,2021-10-07,21V796000,0,,,,,,,,,164,0
HYUNDAI,ELANTRA,2021,SEAT BELTS,2022-03-31,22V218000,0,,,,,,,,,210,0
HYUNDAI,ELANTRA,2021,SEAT BELTS,2022-05-19,22V354000,1,2022-05-19,0,0.013191,1.0,4.333333,1.0,0.0,0.0,220,0
JEEP,GLADIATOR,2022,POWER TRAIN,2022-08-25,22V639000,1,2022-05-19,98,0.009409,1.0,4.333333,1.0,0.0,1.0,122,0
JEEP,GLADIATOR,2022,POWER TRAIN,2023-02-23,23V116000,1,2022-10-13,133,0.020954,1.0,2.166667,1.0,0.0,0.0,160,0
JEEP,GLADIATOR,2022,POWER TRAIN,2023-09-14,23V641000,1,2023-04-13,154,0.024426,1.0,1.444444,1.0,0.0,0.0,232,0
SPARTAN,K3,2023,STEERING,2022-07-21,22V531000,1,2022-05-19,63,0.009409,1.0,4.333333,1.0,0.0,1.0,0,0
SPARTAN,K3,2023,STEERING,2024-01-25,24V052000,0,,,,,,,,,1,0
FORD,EXPEDITION,2020,ENGINE,2025-09-18,25V628000,1,2025-03-27,175,0.025852,2.0,0.481481,0.0,0.0,0.5,573,0
HYUNDAI,ELANTRA HYBRID,2022,SEAT BELTS,2022-03-03,22V123000,0,,,,,,,,,131,0
HYUNDAI,ELANTRA HYBRID,2022,SEAT BELTS,2022-05-19,22V354000,1,2022-05-19,0,0.014041,2.0,4.333333,2.0,0.0,0.0,149,0
MAZDA,CX-50,2023,SERVICE BRAKES,2023-04-13,23V275000,1,2023-03-09,35,0.024426,1.0,1.444444,1.0,0.0,0.0,41,0
GMC,YUKON,2021,FUEL/PROPULSION SYSTEM,2021-09-23,21V739000,0,,,,,,,,,97,0
FORD,EDGE,2015,BACK OVER PREVENTION,2025-08-28,25V572000,1,2025-05-22,98,0.013191,1.0,4.333333,1.0,0.0,0.0,471,0
FOREST RIVER,VENGEANCE,2021,EQUIPMENT,2022-04-07,22V243000,0,,,,,,,,,53,0
CHEVROLET,EQUINOX,2022,FUEL/PROPULSION SYSTEM,2023-01-19,23V013000,1,2022-07-28,175,0.011363,2.0,4.333333,0.0,0.0,0.5,196,0
MERCEDES-BENZ,AMG C43,2017,STRUCTURE,2023-12-14,23V854000,1,2023-06-22,175,0.009208,1.0,4.333333,0.0,0.0,1.0,166,0
FORD,ESCAPE,2022,SERVICE BRAKES,2021-11-18,21V922000,0,,,,,,,,,106,0
FORD,E-450,2021,ENGINE,2025-11-13,25V793000,1,2025-09-18,56,0.018879,1.0,1.083333,1.0,0.0,1.0,586,0
JEEP,GRAND CHEROKEE,2019,FUEL/PROPULSION SYSTEM,2022-06-09,22V406000,1,2022-05-26,14,0.009409,1.0,4.333333,1.0,0.0,1.0,165,0
AUDI,A4,2019,AIR BAGS,2021-11-04,21V874000,0,,,,,,,,,89,0
RAM,1500,2022,BACK OVER PREVENTION,2022-06-09,22V407000,1,2022-05-26,14,0.013191,1.0,4.333333,1.0,0.0,0.0,64,0
RAM,1500,2022,BACK OVER PREVENTION,2023-02-09,23V059000,1,2022-08-18,175,0.014352,1.0,2.166667,-1.0,0.0,1.0,90,0
RAM,1500,2022,BACK OVER PREVENTION,2023-09-28,23V654000,1,2023-04-06,175,0.042096,1.0,0.866667,0.0,1.0,0.0,123,0
RAM,1500,2022,BACK OVER PREVENTION,2024-06-13,24V436000;24V437000,1,2024-06-13,0,0.013191,1.0,4.333333,1.0,0.0,0.0,120,0
TOYOTA,TACOMA,2022,POWER TRAIN,2024-02-22,24V152000,0,,,,,,,,,366,0
MERCEDES BENZ,GL450,2007,SERVICE BRAKES,2022-05-05,22V315000,0,,,,,,,,,55,0
MERCEDES BENZ,GL450,2007,SERVICE BRAKES,2024-04-25,24V298000,1,2023-11-02,175,0.014492,1.0,4.333333,0.0,1.0,1.0,39,0
GMC,SIERRA 1500,2022,POWER TRAIN,2024-10-24,24V797000,1,2024-05-02,175,0.021365,2.0,2.166667,0.0,0.0,0.0,171,0
AUDI,Q3,2022,VISIBILITY,2022-09-15,22V701000,1,2022-05-26,112,0.020711,1.0,4.333333,1.0,1.0,0.0,62,0
