make,model,model_year,component_group,recall_report_week,campaign_numbers,flagged,first_crossing_week,lead_days,score_at_crossing,n_trailing_at_crossing,rate_ratio_at_crossing,accel_at_crossing,severity_frac_at_crossing,hazard_lang_at_crossing,matched_controls,matched_controls_not_flagged
HONDA,ACCORD,2014,FUEL/PROPULSION SYSTEM,2023-12-14,23V858000,0,,,,,,,,,142,0
HONDA,RIDGELINE,2007,STRUCTURE,2022-06-16,22V430000,1,2021-12-23,175,0.012911,1.0,4.333333,0.0,0.0,0.0,97,0
GMC,TERRAIN,2014,VISIBILITY,2022-03-17,22V165000,1,2021-09-23,175,0.027001,9.0,2.052632,0.0,0.0,0.222222,114,0
GMC,TERRAIN,2014,EXTERIOR LIGHTING,2022-03-03,22V137000,0,,,,,,,,,113,0
BMW,428I,2014,ENGINE,2024-08-08,24V608000,0,,,,,,,,,110,0
HYUNDAI,ELANTRA,2014,SERVICE BRAKES,2023-09-21,23V651000,1,2023-03-30,175,0.019402,2.0,2.888889,0.0,0.5,0.5,204,0
EVENFLO,TITAN 65,9999,CHILD SEAT,2023-11-02,23C005000,0,,,,,,,,,8,0
EVENFLO,TITAN 65,9999,CHILD SEAT,2025-06-12,25C008000,0,,,,,,,,,26,0
NISSAN,XTERRA,2011,AIR BAGS,2023-02-09,23V067000,0,,,,,,,,,119,0
KIA,OPTIMA HYBRID,2013,SERVICE BRAKES,2023-09-21,23V652000,0,,,,,,,,,168,0
BMW,328I,2014,AIR BAGS,2024-04-18,24V288000,1,2023-10-26,175,0.014492,1.0,4.333333,0.0,1.0,1.0,122,0
BMW,328I,2014,AIR BAGS,2024-07-11,24V527000,1,2024-01-18,175,0.018358,3.0,3.25,0.0,0.333333,0.333333,110,0
BMW,328I,2014,AIR BAGS,2025-12-11,25V871000,0,,,,,,,,,137,0
BMW,328I,2008,AIR BAGS,2024-06-27,24V513000,0,,,,,,,,,41,0
CHEVROLET,VOLT,2013,AIR BAGS,2023-07-27,23V516000,1,2023-02-02,175,0.023762,3.0,1.857143,0.0,0.0,0.0,272,0
MINI,COOPER,2009,ELECTRICAL SYSTEM,2023-05-11,23V337000,0,,,,,,,,,12,0
BMW,5 SERIES,2008,ENGINE,2022-02-24,22V119000,0,,,,,,,,,71,0
KIA,OPTIMA,2013,FUEL/PROPULSION SYSTEM,2022-02-17,22V093000,1,2021-08-26,175,0.029908,2.0,0.577778,0.0,0.0,0.0,152,0
MITSUBISHI,OUTLANDER,2014,STRUCTURE,2025-08-07,25V507000,0,,,,,,,,,10,0
BMW,328I,2014,ENGINE,2024-08-08,24V608000,0,,,,,,,,,110,0
BMW,Z4,2006,ENGINE,2022-02-24,22V119000,0,,,,,,,,,52,0
FORD,EXPLORER,2012,STRUCTURE,2024-01-18,24V031000,1,2023-07-27,175,0.030244,1.0,0.333333,0.0,0.0,0.0,315,0
KIA,SPORTAGE,2013,SERVICE BRAKES,2023-09-21,23V652000,0,,,,,,,,,168,0
TOYOTA,RAV4,2014,ELECTRICAL SYSTEM,2023-10-26,23V734000,1,2023-05-18,161,0.026367,1.0,1.083333,1.0,0.0,0.0,159,0
MAZDA,MAZDA3,2007,AIR BAGS,2021-07-01,21V494000,0,,,,,,,,,38,0
HONDA,RIDGELINE,2010,STRUCTURE,2022-06-16,22V430000,1,2022-02-17,119,0.009409,1.0,4.333333,1.0,0.0,1.0,78,0
MERCEDES BENZ,C300,2009,ENGINE,2022-03-17,22V168000,0,,,,,,,,,32,0
NISSAN,VERSA,2008,AIR BAGS,2022-08-04,22E066000,0,,,,,,,,,97,0
FORD,C-MAX,2013,POWER TRAIN,2022-06-09,22V413000,0,,,,,,,,,347,0
BUICK,ENCLAVE,2013,AIR BAGS,2021-10-07,21V782000,0,,,,,,,,,65,0
NISSAN,ARMADA,2011,AIR BAGS,2023-02-09,23V067000,0,,,,,,,,,119,0
INFINITI,M56,2011,POWER TRAIN,2024-06-20,24V470000,0,,,,,,,,,18,0
GMC,ACADIA,2014,AIR BAGS,2023-05-04,23V334000,1,2023-01-19,105,0.020841,1.0,0.619048,1.0,0.0,1.0,129,0
BMW,X5,2001,AIR BAGS,2025-10-30,25V748000,0,,,,,,,,,8,0
NISSAN,TITAN,2008,AIR BAGS,2023-02-09,23V067000,0,,,,,,,,,83,0
MERCEDES BENZ,C300,2008,ENGINE,2022-03-17,22V168000,0,,,,,,,,,51,0
BMW,Z4,2009,ENGINE,2022-02-24,22V119000,0,,,,,,,,,63,0
ACURA,MDX,2014,FUEL/PROPULSION SYSTEM,2023-12-14,23V858000,0,,,,,,,,,42,0
JEEP,CHEROKEE,2014,STRUCTURE,2023-05-11,23V338000,1,2023-02-02,98,0.024426,1.0,1.444444,1.0,0.0,0.0,122,0
CHRYSLER,TOWN AND COUNTRY,2011,EQUIPMENT ADAPTIVE/MOBILITY,2025-12-11,25V876000,0,,,,,,,,,34,0
FOREST RIVER,BLUE RIDGE,2013,STRUCTURE,2021-07-08,21V523000,0,,,,,,,,,8,0
HONDA,CR-V,2014,FUEL/PROPULSION SYSTEM,2023-12-14,23V858000,1,2023-06-22,175,0.020954,1.0,2.166667,1.0,0.0,0.0,141,0
BUICK,ENCLAVE,2010,AIR BAGS,2021-10-07,21V782000,0,,,,,,,,,44,0
FORD,F-150,2014,POWER TRAIN,2024-06-13,24V444000,1,2023-12-21,175,0.025822,4.0,0.304094,-7.0,0.25,0.75,417,0
KIA,FORTE,2013,SERVICE BRAKES,2023-09-21,23V652000,1,2023-03-30,175,0.020512,1.0,2.166667,0.0,0.0,0.0,167,0
FIRESTONE,TRANSFORCE HT,9999,TIRES,2022-01-27,22T002000,0,,,,,,,,,7,0
HYUNDAI,ACCENT,2013,SERVICE BRAKES,2023-09-21,23V651000,1,2023-05-04,140,0.020954,1.0,2.166667,1.0,0.0,0.0,190,0
KIA,OPTIMA,2013,SERVICE BRAKES,2023-09-21,23V652000,1,2023-03-30,175,0.019538,1.0,0.722222,-1.0,0.0,1.0,167,0
NISSAN,PATHFINDER,2011,AIR BAGS,2023-02-09,23V067000,1,2023-02-09,0,0.013191,1.0,4.333333,1.0,0.0,0.0,118,0
TOYOTA,TUNDRA,2008,STEERING,2021-11-18,21V920000,0,,,,,,,,,165,0
TOYOTA,TUNDRA,2008,STEERING,2021-12-23,21E103000,0,,,,,,,,,156,0
NISSAN,SENTRA,2005,AIR BAGS,2022-08-04,22E066000,0,,,,,,,,,63,0
BMW,328I,2014,ELECTRICAL SYSTEM,2024-08-08,24V608000,1,2024-02-15,175,0.014492,1.0,4.333333,0.0,1.0,1.0,109,0
SUBARU,FORESTER,2010,SEAT BELTS,2022-11-10,22V838000,0,,,,,,,,,42,0
NISSAN,MAXIMA,2003,AIR BAGS,2022-08-04,22E066000,0,,,,,,,,,32,0
HYUNDAI,SANTA FE,2013,SERVICE BRAKES,2023-09-21,23V651000,1,2023-03-30,175,0.019484,3.0,2.166667,-1.0,0.0,0.333333,190,0
MERCEDES-BENZ,E350,2010,ELECTRONIC STABILITY CONTROL (ESC),2022-03-17,22V168000,0,,,,,,,,,47,0
MERCEDES BENZ,C350,2008,ENGINE,2022-03-17,22V168000,0,,,,,,,,,51,0
BMW,Z4,2010,ENGINE,2022-02-24,22V119000,0,,,,,,,,,80,0
BMW,Z4,2010,ENGINE,2023-10-19,23V707000,0,,,,,,,,,76,0
MERCEDES-BENZ,E350,2010,ENGINE,2022-03-17,22V168000,0,,,,,,,,,47,0
BMW,X5 SAV,2010,ENGINE,2022-02-24,22V119000,0,,,,,,,,,80,0
SUBARU,IMPREZA,2005,AIR BAGS,2023-02-09,23V076000,0,,,,,,,,,25,0
SUBARU,IMPREZA,2004,AIR BAGS,2023-02-09,23V076000,1,2022-08-18,175,0.020512,1.0,2.166667,0.0,0.0,0.0,15,0
HYUNDAI,SONATA,2014,FUEL/PROPULSION SYSTEM,2022-05-05,22V312000,1,2021-11-11,175,0.021556,2.0,1.238095,-1.0,0.0,0.5,183,0
MERCEDES BENZ,CLK350,2007,VISIBILITY,2022-12-22,22V954000,0,,,,,,,,,72,0
MERCEDES BENZ,CLK350,2007,VISIBILITY,2024-11-14,24V874000,0,,,,,,,,,41,0
HONDA,CR-V,2009,STRUCTURE,2023-03-30,23V228000,1,2022-10-06,175,0.012911,1.0,4.333333,0.0,0.0,0.0,95,0
DODGE,DART,2014,POWER TRAIN,2025-10-09,25V674000,1,2025-08-28,42,0.020954,1.0,2.166667,1.0,0.0,0.0,124,0
NISSAN,PATHFINDER,2014,LATCHES/LOCKS/LINKAGES,2022-06-09,22V420000,0,,,,,,,,,201,0
HONDA,ODYSSEY,2015,FUEL/PROPULSION SYSTEM,2023-12-14,23V858000,1,2023-10-05,70,0.013191,1.0,4.333333,1.0,0.0,0.0,161,0
INFINITI,QX4,2002,AIR BAGS,2022-08-04,22E066000,0,,,,,,,,,8,0
KIA,OPTIMA,2014,FUEL/PROPULSION SYSTEM,2022-02-17,22V093000,1,2021-08-26,175,0.026805,1.0,1.444444,0.0,1.0,1.0,162,0
BMW,3 SERIES,2010,ENGINE,2022-02-24,22V119000,0,,,,,,,,,80,0
BMW,3 SERIES,2010,ENGINE,2023-10-19,23V707000,0,,,,,,,,,76,0
VOLVO,S60,2007,AIR BAGS,2021-09-30,21V766000,0,,,,,,,,,13,0
BMW,128I,2010,ENGINE,2022-02-24,22V119000,1,2021-09-02,175,0.012911,1.0,4.333333,0.0,0.0,0.0,79,0
BMW,328XI,2010,AIR BAGS,2024-06-27,24V513000,0,,,,,,,,,73,0
JEEP,CHEROKEE,2015,ELECTRICAL SYSTEM,2023-05-11,23V338000,1,2022-11-17,175,0.025143,5.0,1.666667,-1.0,0.2,0.4,167,0
HYUNDAI,VELOSTER,2014,ELECTRICAL SYSTEM,2023-02-23,23V132000,1,2022-09-01,175,0.014492,1.0,4.333333,0.0,1.0,1.0,200,0
NISSAN,TITAN,2010,AIR BAGS,2023-02-09,23V067000,1,2022-09-29,133,0.013191,1.0,4.333333,1.0,0.0,0.0,99,0
BUICK,ENCLAVE,2014,AIR BAGS,2021-10-07,21V782000,1,2021-04-15,175,0.027025,1.0,0.866667,0.0,0.0,0.0,67,0
BUICK,ENCLAVE,2014,AIR BAGS,2023-05-04,23V334000,0,,,,,,,,,51,0
NISSAN,FRONTIER,2010,AIR BAGS,2023-02-09,23V067000,1,2022-08-18,175,0.012911,1.0,4.333333,0.0,0.0,0.0,99,0
CHEVROLET,CAMARO,2013,AIR BAGS,2023-07-27,23V516000,0,,,,,,,,,273,0
BMW,128I,2013,ENGINE,2022-02-24,22V119000,0,,,,,,,,,117,0
WESTERN STAR,4900,2015,TIRES,2021-11-11,21V896000,0,,,,,,,,,0,0
BMW,335I,2009,AIR BAGS,2024-06-27,24V513000,0,,,,,,,,,44,0
MERCEDES-BENZ,C250,2013,AIR BAGS,2021-08-12,21V638000,1,2021-02-18,175,0.030244,1.0,0.333333,0.0,0.0,0.0,129,0
BMW,328XI,2013,ELECTRICAL SYSTEM,2024-08-08,24V608000,0,,,,,,,,,95,0
SUBARU,WRX,2004,AIR BAGS,2023-02-09,23V076000,0,,,,,,,,,16,0
BLUE BIRD,ALL AMERICAN,2015,STRUCTURE,2023-11-16,23V778000,0,,,,,,,,,0,0
CHEVROLET,TRAVERSE,2014,AIR BAGS,2021-10-07,21V782000,1,2021-04-15,175,0.025924,4.0,1.444444,2.0,0.0,0.25,348,0
CHEVROLET,TRAVERSE,2014,AIR BAGS,2023-05-04,23V334000,1,2022-11-10,175,0.027025,1.0,0.866667,0.0,0.0,0.0,304,0
WESTERN STAR,4900,2014,TIRES,2021-11-11,21V896000,0,,,,,,,,,0,0
CHEVROLET,SPARK,2014,LATCHES/LOCKS/LINKAGES,2022-08-25,22V640000,0,,,,,,,,,339,0
CHEVROLET,SPARK,2013,LATCHES/LOCKS/LINKAGES,2022-08-25,22V640000,0,,,,,,,,,287,0
BMW,X3,2015,ELECTRICAL SYSTEM,2024-08-08,24V608000,0,,,,,,,,,114,0
DODGE,GRAND CARAVAN,2014,EQUIPMENT ADAPTIVE/MOBILITY,2025-12-11,25V876000,0,,,,,,,,,135,0
MERCEDES BENZ,C300,2008,ELECTRONIC STABILITY CONTROL (ESC),2022-03-17,22V168000,0,,,,,,,,,51,0
HONDA,ODYSSEY,2014,FUEL/PROPULSION SYSTEM,2023-12-14,23V858000,0,,,,,,,,,142,0
ACURA,MDX,2014,EXTERIOR LIGHTING,2025-04-17,25V259000,1,2024-10-24,175,0.012911,1.0,4.333333,0.0,0.0,0.0,52,0
BMW,128I,2011,ENGINE,2022-02-24,22V119000,1,2021-09-02,175,0.023913,1.0,1.444444,0.0,0.0,0.0,103,0
LINCOLN,MKC,2015,ENGINE,2023-05-25,23V378000,1,2023-04-06,49,0.011862,2.0,4.333333,2.0,0.0,0.5,65,0
CHEVROLET,TRAVERSE,2013,AIR BAGS,2021-10-07,21V782000,1,2021-04-15,175,0.027025,1.0,0.866667,0.0,0.0,0.0,319,0
MERCEDES-BENZ,C300,2015,STRUCTURE,2023-12-14,23V854000,1,2023-06-22,175,0.021075,2.0,1.444444,0.0,0.0,0.5,151,0
KIA,RONDO,2010,SERVICE BRAKES,2023-09-21,23V652000,0,,,,,,,,,67,0
ACURA,TLX,2015,ENGINE,2023-11-09,23V751000,1,2023-05-18,175,0.020245,2.0,1.733333,1.0,0.0,0.5,46,0
HONDA,ODYSSEY,2013,FUEL/PROPULSION SYSTEM,2023-12-14,23V858000,0,,,,,,,,,142,0
NISSAN,XTERRA,2010,AIR BAGS,2023-02-09,23V067000,1,2022-08-18,175,0.012911,1.0,4.333333,0.0,0.0,0.0,99,0
FORD,TRANSIT CONNECT,2014,VISIBILITY,2021-12-16,21V977000,0,,,,,,,,,413,0
HYUNDAI,ELANTRA,2015,SERVICE BRAKES,2023-09-21,23V651000,1,2023-04-13,161,0.023286,2.0,1.444444,2.0,0.5,1.0,210,0
HONDA,CR-V,2015,FUEL/PROPULSION SYSTEM,2023-12-14,23V858000,1,2023-06-22,175,0.020245,2.0,1.733333,1.0,0.0,0.5,161,0
LINCOLN,MKZ,2014,SERVICE BRAKES,2022-01-13,22V011000,1,2021-07-22,175,0.020512,1.0,2.166667,0.0,0.0,0.0,46,0
LINCOLN,MKZ,2014,SERVICE BRAKES,2023-03-09,23V162000,1,2022-09-15,175,0.018319,2.0,2.888889,0.0,0.0,0.0,55,0
KIA,SEDONA,2015,ELECTRICAL SYSTEM,2021-09-16,21V725000,1,2021-03-25,175,0.026016,2.0,1.238095,0.0,0.0,0.0,187,0
VOLVO,XC70,2003,AIR BAGS,2021-10-14,21V800000,0,,,,,,,,,18,0
JEEP,CHEROKEE,2015,STRUCTURE,2023-05-11,23V338000,1,2022-11-17,175,0.020512,1.0,2.166667,0.0,0.0,0.0,167,0
FORD,FUSION,2014,SERVICE BRAKES,2022-01-13,22V011000,1,2021-07-22,175,0.028476,1.0,0.619048,0.0,0.0,0.0,407,0
FORD,FUSION,2014,SERVICE BRAKES,2023-03-09,23V162000,1,2022-09-15,175,0.032483,15.0,2.6,1.0,0.066667,0.2,462,0
CHRYSLER,TOWN AND COUNTRY,2012,EQUIPMENT ADAPTIVE/MOBILITY,2025-12-11,25V876000,0,,,,,,,,,41,0
HYUNDAI,GENESIS,2015,ELECTRICAL SYSTEM,2024-02-08,24V107000,1,2023-08-17,175,0.024167,4.0,1.575758,0.0,0.0,0.25,216,0
BMW,328D,2014,FUEL/PROPULSION SYSTEM,2021-07-29,21V586000,1,2021-02-04,175,0.014662,1.0,2.166667,0.0,0.0,1.0,147,0
BMW,328D,2014,FUEL/PROPULSION SYSTEM,2021-11-18,21V907000,1,2021-05-27,175,0.023913,1.0,1.444444,0.0,0.0,0.0,122,0
VOLVO,S60,2006,AIR BAGS,2021-09-30,21V766000,0,,,,,,,,,6,0
VOLKSWAGEN,GOLF,2015,FUEL/PROPULSION SYSTEM,2024-02-08,24V110000,1,2023-08-17,175,0.01711,1.0,1.444444,0.0,0.0,1.0,143,0
MERCEDES-BENZ,ML350,2014,FUEL/PROPULSION SYSTEM,2022-12-22,22V955000,1,2022-06-30,175,0.012911,1.0,4.333333,0.0,0.0,0.0,134,0
FORD,FUSION,2015,SERVICE BRAKES,2022-01-13,22V011000,1,2021-07-22,175,0.023483,5.0,1.666667,0.0,0.0,0.4,428,0
FORD,FUSION,2015,SERVICE BRAKES,2023-03-09,23V162000,1,2022-09-15,175,0.024052,13.0,3.12963,1.0,0.076923,0.538462,495,0
TOYOTA,TUNDRA,2014,STEERING,2021-11-18,21V920000,1,2021-05-27,175,0.009208,1.0,4.333333,0.0,0.0,1.0,203,0
TOYOTA,TUNDRA,2014,STEERING,2021-12-23,21E103000,0,,,,,,,,,194,0
FORD,MUSTANG,2015,SERVICE BRAKES,2022-01-13,22V011000,1,2021-08-05,161,0.01498,1.0,2.166667,1.0,0.0,1.0,428,0
BMW,X3,2014,ELECTRICAL SYSTEM,2024-08-08,24V608000,1,2024-03-28,133,0.009409,1.0,4.333333,1.0,0.0,1.0,109,0
TOYOTA,RAV4,2015,ELECTRICAL SYSTEM,2023-10-26,23V734000,1,2023-05-04,175,0.026933,3.0,1.625,0.0,0.666667,0.666667,165,0
NISSAN,SENTRA,2004,AIR BAGS,2022-08-04,22E066000,1,2022-06-23,42,0.013191,1.0,4.333333,1.0,0.0,0.0,38,0
MERCEDES-BENZ,E350,2008,VISIBILITY,2022-12-22,22V954000,0,,,,,,,,,15,0
MERCEDES-BENZ,E350,2008,VISIBILITY,2024-11-14,24V874000,1,2024-07-11,126,0.020954,1.0,2.166667,1.0,0.0,0.0,4,0
BMW,X3,2014,AIR BAGS,2023-11-23,23V797000,1,2023-06-01,175,0.023002,1.0,2.166667,0.0,1.0,1.0,139,0
BMW,X3,2014,AIR BAGS,2024-07-11,24V527000,0,,,,,,,,,111,0
HYUNDAI,SONATA,2015,ELECTRICAL SYSTEM,2021-09-23,21V749000,1,2021-04-01,175,0.02892,3.0,0.928571,0.0,0.0,0.0,203,0
SUBARU,WRX,2015,EXTERIOR LIGHTING,2022-07-21,22V522000,0,,,,,,,,,113,0
RAM,1500,2015,ENGINE,2023-06-08,23V411000,1,2022-12-15,175,0.029937,3.0,0.764706,0.0,0.0,0.0,95,0
NISSAN,TITAN,2011,AIR BAGS,2023-02-09,23V067000,0,,,,,,,,,119,0
TESLA,MODEL S,2014,ELECTRICAL SYSTEM,2023-12-07,23V838000,1,2023-08-17,112,0.028457,1.0,0.722222,1.0,0.0,0.0,33,0
TESLA,MODEL S,2014,ELECTRICAL SYSTEM,2024-01-25,24V051000,1,2023-08-17,161,0.028457,1.0,0.722222,1.0,0.0,0.0,32,0
NISSAN,TITAN,2009,AIR BAGS,2023-02-09,23V067000,0,,,,,,,,,94,0
FIAT,500,2014,TIRES,2024-06-20,24V474000,0,,,,,,,,,14,0
BMW,X5,2014,AIR BAGS,2023-11-23,23V797000,1,2023-08-10,105,0.013191,1.0,4.333333,1.0,0.0,0.0,139,0
BMW,X5,2014,AIR BAGS,2024-07-11,24V527000,0,,,,,,,,,111,0
FORD,TRANSIT CONNECT,2014,POWER TRAIN,2022-06-09,22V413000,0,,,,,,,,,401,0
FORD,ESCAPE,2015,POWER TRAIN,2022-04-14,22V254000,1,2021-10-21,175,0.027147,7.0,1.444444,-1.0,0.0,0.285714,423,0
FORD,ESCAPE,2015,POWER TRAIN,2022-06-09,22V413000,1,2021-12-16,175,0.028549,4.0,0.787879,0.0,0.0,0.25,436,0
BMW,X3,2015,ENGINE,2024-08-08,24V608000,1,2024-04-04,126,0.009409,1.0,4.333333,1.0,0.0,1.0,113,0
GMC,SAVANA,2008,ELECTRICAL SYSTEM,2023-04-06,23V247000,0,,,,,,,,,33,0
JEEP,GRAND CHEROKEE,2015,ENGINE,2023-06-08,23V411000,1,2022-12-15,175,0.024157,5.0,1.547619,-3.0,0.0,0.2,162,0
FORD,FUSION,2015,POWER TRAIN,2022-06-09,22V413000,1,2021-12-16,175,0.020402,1.0,0.619048,0.0,0.0,1.0,436,0
HYUNDAI,SONATA HYBRID,2014,SERVICE BRAKES,2023-09-21,23V651000,0,,,,,,,,,205,0
INFINITI,M35,2006,AIR BAGS,2022-08-04,22E066000,1,2022-02-10,175,0.020512,1.0,2.166667,0.0,0.0,0.0,18,0
FORD,EXPLORER,2015,SUSPENSION,2021-07-15,21V537000,1,2021-01-21,175,0.022528,5.0,1.547619,0.0,0.0,0.6,462,0
KIA,CADENZA,2014,VISIBILITY,2022-03-10,22V158000,1,2021-12-02,98,0.013191,1.0,4.333333,1.0,0.0,0.0,160,0
MERCEDES BENZ,C300,2009,ELECTRONIC STABILITY CONTROL (ESC),2022-03-17,22V168000,0,,,,,,,,,32,0
NISSAN,SENTRA,2006,AIR BAGS,2022-08-04,22E066000,0,,,,,,,,,84,0
MERCEDES-BENZ,C250,2014,AIR BAGS,2021-08-12,21V638000,1,2021-07-08,35,0.029562,1.0,0.541667,1.0,0.0,0.0,126,0
FORD,EXPLORER,2015,STRUCTURE,2024-01-18,24V031000,1,2023-07-27,175,0.037672,12.0,1.130435,0.0,0.0,0.166667,479,0
JEEP,GRAND CHEROKEE,2015,FUEL/PROPULSION SYSTEM,2022-06-09,22V406000,1,2021-12-16,175,0.019972,1.0,0.619048,-1.0,0.0,1.0,173,0
MINI,COOPER CLUBMAN,2011,ELECTRICAL SYSTEM,2023-05-11,23V337000,1,2022-11-17,175,0.014492,1.0,4.333333,0.0,1.0,1.0,16,0
FOREST RIVER,CARDINAL,2015,STRUCTURE,2021-07-08,21V523000,0,,,,,,,,,11,0
BUICK,VERANO,2013,AIR BAGS,2023-07-27,23V516000,0,,,,,,,,,51,0
FREIGHTLINER,BUSINESS CLASS M2,2015,ENGINE,2024-12-05,24V924000,0,,,,,,,,,3,0
NISSAN,PATHFINDER,2010,AIR BAGS,2023-02-09,23V067000,0,,,,,,,,,100,0
HONDA,ACCORD,2015,FUEL/PROPULSION SYSTEM,2023-12-14,23V858000,1,2023-06-22,175,0.018714,2.0,2.888889,1.0,0.0,0.0,161,0
BRIDGESTONE,DUELER H/L ALENZA,9999,TIRES,2021-08-12,21T012000,1,2021-06-17,56,0.016842,3.0,3.25,3.0,0.0,0.333333,9,0
NISSAN,NV200,2014,FUEL/PROPULSION SYSTEM,2025-10-09,25V676000,0,,,,,,,,,139,0
HYUNDAI,SONATA HYBRID,2015,SERVICE BRAKES,2023-09-21,23V651000,0,,,,,,,,,211,0
BMW,328XI,2015,ELECTRICAL SYSTEM,2024-08-08,24V608000,0,,,,,,,,,114,0
HONDA,CR-V,2010,STRUCTURE,2023-03-30,23V228000,1,2022-10-13,168,0.018879,1.0,1.083333,1.0,0.0,1.0,92,0
FOREST RIVER,CEDAR CREEK,2014,STRUCTURE,2021-07-08,21V523000,0,,,,,,,,,7,0
TOYOTA,TUNDRA,2010,STEERING,2021-11-18,21V920000,0,,,,,,,,,146,0
TOYOTA,TUNDRA,2010,STEERING,2021-12-23,21E103000,0,,,,,,,,,141,0
BMW,X4,2015,ELECTRICAL SYSTEM,2024-08-08,24V608000,0,,,,,,,,,114,0
BMW,X4,2015,AIR BAGS,2023-11-23,23V797000,0,,,,,,,,,143,0
BMW,435I,2015,AIR BAGS,2024-04-18,24V288000,0,,,,,,,,,130,0
RAM,2500,2015,AIR BAGS,2021-08-12,21V632000,1,2021-02-18,175,0.023002,1.0,2.166667,0.0,1.0,1.0,107,0
BMW,1 SERIES,2011,ENGINE,2023-10-19,23V707000,0,,,,,,,,,89,0
NISSAN,XTERRA,2008,AIR BAGS,2023-02-09,23V067000,0,,,,,,,,,83,0
NISSAN,PATHFINDER,2009,AIR BAGS,2023-02-09,23V067000,0,,,,,,,,,94,0
KIA,OPTIMA,2015,SERVICE BRAKES,2023-09-21,23V652000,1,2023-03-30,175,0.022125,4.0,1.733333,0.0,0.25,0.75,210,0
FORD,EXPEDITION,2015,BACK OVER PREVENTION,2025-04-17,25V270000,0,,,,,,,,,437,0
FORD,EXPEDITION,2015,BACK OVER PREVENTION,2025-08-28,25V572000,1,2025-05-15,105,0.013191,1.0,4.333333,1.0,0.0,0.0,471,0
MERCEDES-BENZ,GL350,2010,SERVICE BRAKES,2022-05-05,22V315000,0,,,,,,,,,48,0
MERCEDES-BENZ,GL350,2010,SERVICE BRAKES,2024-04-25,24V298000,0,,,,,,,,,52,0
HYUNDAI,SANTA FE,2014,SERVICE BRAKES,2023-09-21,23V651000,1,2023-03-30,175,0.027025,1.0,0.866667,0.0,0.0,0.0,204,0
SUBARU,FORESTER,2013,SEAT BELTS,2022-11-10,22V838000,0,,,,,,,,,75,0
MERCEDES BENZ,ML320,2009,SERVICE BRAKES,2022-05-05,22V315000,0,,,,,,,,,33,0
MERCEDES BENZ,ML320,2009,SERVICE BRAKES,2024-04-25,24V298000,0,,,,,,,,,26,0
RAM,1500,2015,AIR BAGS,2021-08-12,21V632000,1,2021-02-18,175,0.027863,1.0,0.722222,0.0,0.0,0.0,107,0
BABY TREND,HYBRID 3-IN-1,9999,CHILD SEAT,2023-05-04,23C004000,1,2022-11-10,175,0.020512,1.0,2.166667,0.0,0.0,0.0,6,0
KIA,K900,2015,SERVICE BRAKES,2023-09-21,23V652000,0,,,,,,,,,211,0
HONDA,RIDGELINE,2012,STRUCTURE,2022-06-16,22V430000,0,,,,,,,,,89,0
HONDA,PILOT,2016,ENGINE,2023-11-09,23V751000,1,2023-05-18,175,0.034959,6.0,0.176871,1.0,0.0,0.333333,218,0
ACURA,MDX,2016,FUEL/PROPULSION SYSTEM,2023-12-14,23V858000,0,,,,,,,,,58,0
FORD,EXPEDITION,2015,ELECTRICAL SYSTEM,2022-08-25,22V648000,0,,,,,,,,,472,0
ACURA,ILX,2016,SERVICE BRAKES,2025-12-11,25V859000,0,,,,,,,,,74,0
FORD,RANGER,2006,AIR BAGS,2023-02-23,23V125000,1,2022-09-01,175,0.014492,1.0,4.333333,0.0,1.0,1.0,91,0
FORD,RANGER,2006,AIR BAGS,2023-04-27,23V306000,0,,,,,,,,,93,0
RAM,1500,2015,FUEL/PROPULSION SYSTEM,2022-06-09,22V406000,1,2021-12-16,175,0.024858,2.0,0.666667,0.0,0.0,0.5,93,0
DODGE,DART,2015,POWER TRAIN,2025-10-09,25V674000,1,2025-04-17,175,0.020293,3.0,2.6,0.0,0.0,0.0,118,0
FORD,FUSION,2016,POWER TRAIN,2022-06-09,22V413000,1,2021-12-16,175,0.031957,6.0,0.866667,1.0,0.0,0.166667,445,0
FORD,EDGE,2015,POWER TRAIN,2022-06-09,22V413000,1,2021-12-16,175,0.030707,2.0,0.722222,0.0,0.5,0.5,436,0
KIA,OPTIMA,2014,SERVICE BRAKES,2023-09-21,23V652000,1,2023-03-30,175,0.017225,3.0,2.6,1.0,0.333333,1.0,188,0
GMC,TERRAIN,2010,EXTERIOR LIGHTING,2022-03-03,22V137000,0,,,,,,,,,69,0
VOLVO,XC90,2016,SEAT BELTS,2023-12-07,23V827000,0,,,,,,,,,34,0
INFINITI,M45,2006,AIR BAGS,2022-08-04,22E066000,0,,,,,,,,,19,0
AUDI,Q7,2013,TIRES,2023-02-09,23V086000,0,,,,,,,,,57,0
TOYOTA,TUNDRA,2012,STEERING,2021-11-18,21V920000,0,,,,,,,,,189,0
TOYOTA,TUNDRA,2012,STEERING,2021-12-23,21E103000,0,,,,,,,,,182,0
BMW,335XI,2007,AIR BAGS,2024-06-27,24V513000,0,,,,,,,,,36,0
ACURA,MDX,2016,ENGINE,2023-11-09,23V751000,0,,,,,,,,,54,0
CHEVROLET,MALIBU,2013,SUSPENSION,2021-08-12,21V633000,1,2021-02-18,175,0.012911,1.0,4.333333,0.0,0.0,0.0,335,0
